"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Baseball Stars",,8ece00f21ae49ed4777a9c990b2782465ef95380,,,,,,"v 1.10; (en-ja)",1998,"Saurus - SNK",,,,,,,,,,,,,
"Baseball Stars Color",,5a9792d7674ead92c08fb6f2d108b26e47a696bf,,,,,,(en-ja),1999,"Saurus - SNK",,,,,,,,,,,,,
"SNK Vs Capcom - Card Fighters Clash - SNK Version",,d71f2657fe0d79aea8db127dd292edc4d5e66758,,,"SNK vs. Capcom - Card Fighters Clash - SNK Version",,,,1999,"Capcom - Moto Kikaku - SNK",,a,"a 1",,,,,,,,,,
"SNK Vs Capcom - Card Fighters Clash - SNK Version",,551ceb97d1e3e6384221be738b11efb5d936ffd6,,,"SNK vs. Capcom - Gekitotsu Card Fighters - SNK Version",,,,1999,"Capcom - Moto Kikaku - SNK",jp,,,,,,,,,,,,
"SNK Vs Capcom - Card Fighters Clash 2 - Expand Edition",,2c4fc8594f8ba2bf39e62fe8bcb79fc2df5a83b6,,,"SNK vs. Capcom - Card Fighters Clash 2 - Expand Edition",,,,2001,"Capcom - Moto Kikaku - SNK",jp,,,,,,,,,,,,
"SNK Vs Capcom - Card Fighters Clash 2 - Expand Edition",,8b6fa28467b9c2a9a516fceef291f70c53e7af61,,,"SNK vs. Capcom - Card Fighters Clash 2 - Expand Edition",,,,2001,"Capcom - Moto Kikaku - SNK",jp,,,,,en,,,,,,,
"SNK Vs Capcom - Match of The Millennium",,32eb5e88af8c76b2872a9a9c0667b1fa76a07857,,,"SNK vs. Capcom - The Match of the Millennium",,,(en-ja),1999,"Capcom - SNK",,a,"a 4",,,,,,,,,,
"SNK Vs Capcom - Match of The Millennium",,f0b9a2bc6b60acbfca7c559f007238e691a4a7cf,,,"SNK vs. Capcom - The Match of the Millennium",,,(en-ja),1999,"Capcom - SNK",,b,"b 1",,,,,,,,,,
"SNK Vs Capcom - Match of The Millennium",,f826f549ee98f294f8bd0563561b37dbf0d638ce,,,"SNK vs. Capcom - The Match of the Millennium",,,(en-ja),1999,"Capcom - SNK",,a,"a 2",,,,,,,,,,
"SNK Vs Capcom - Match of The Millennium",,6fd3031bdf5d95e507cff21c45163953a4c31921,,,"SNK vs. Capcom - The Match of the Millennium",,,(en-ja),1999,"Capcom - SNK",,,,,1,,,,,,,,
"SNK Vs Capcom - Match of The Millennium",,4d8039e1de50f7f7e3b0e5c95ff94857b26ca754,,,"SNK vs. Capcom - The Match of the Millennium",,,(en-ja),1999,"Capcom - SNK",,,,,2,,,,,,,,
"SNK Vs Capcom - Match of The Millennium",,8a0bc8caae0fa09acf55fba428cbbb7567e3b289,,,"SNK vs. Capcom - The Match of the Millennium",,,(en-ja),1999,"Capcom - SNK",,a,"a 1",,,,,,,,,,
"SNK Vs Capcom - Match of The Millennium",,7629ea5520d3daee4ef658d4f4b48f45e17217ae,,,"SNK vs. Capcom - The Match of the Millennium",,,(en-ja),1999,"Capcom - SNK",,,,,,,,,,,,,
"SNK Vs Capcom - Match of The Millennium",,48093bc670e1e84564acf12ec8d8182076d7d64f,,,"SNK vs. Capcom - The Match of the Millennium",,,(en-ja),1999,"Capcom - SNK",,a,"a 3",,,,,,,,,,
"Sonic the Hedgehog - Pocket Adventure",,3fe15d4374c4ca073aa0393fcfcad0055bd345ab,,,,,,,1999,Sega,,,,,,,,,,,,,
"Soreike! Hanafuda Doujyou",,f4a4264eaf1605086ccbc526f21da222aa6341bf,,,"Soreike!! Hanafuda Doujou",,,,1999,Dyna,jp,,,,,,,,,,,,
"Super 12 in 1",,3dc125aa6dc1551c1ba97c89ba741934eb9e9ae2,,,,,,,200x,,,,,,,,1,,,,,,
"Super Real Mahjong",,26b4f147a766a98dd28f66c2caaabd98d3d77fc6,,,"Super Real Mahjong - Premium Collection",,,,2001,"Seta - SNK",jp,,,,2,,,,,,,,
"Super Real Mahjong",,c61847bca43c5387d19096a86ef109560d71ca9b,,,"Super Real Mahjong - Premium Collection",,,,2001,"Seta - SNK",jp,,,,,,,,,,,,
"Super Real Mahjong",,3da696ffef020045a126c4d1835f676d11a49154,,,"Super Real Mahjong - Premium Collection",,,,2001,"Seta - SNK",jp,,,,1,,,,,,,,
"Wrestling Madness",,2dd82db967e2bc8c2d8b569a364793d56176a68e,,,"Big Bang Pro Wrestling",,,"(en); (beta)",2000,SNK,jp,,,,,,,,,,,,
