"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
Choplifter!,,9f1ee191319ef0261cc7074a81c0e6d6b7464cd2,,,,,,,1984,Atari,us,?,CX5253,,,,,,,,@,,,
"Keystone Kapers",,9f31c85a13e919135438590601e33bef11a8df8a,,,,,,,1984,Activision,us,?,FZ-006,,,,,,,,@,,,
"Mr. Do!'s Castle",,9f9d2d19cd832e423a18d208753f49bf951fd046,,,,,,,1984,"Parker Brothers",us,b,9420,,,,,,,,@,,,
"Realsports Football",,a0dbd654ed3ba2583ca175a1356924d9529884df,,,"RealSports Football",,,,1982,Atari,us,?,CX5207,,,,,,,,@,,,
"Super Breakout",,a26f95c96637d2b724199e28c2842724aeef30d2,,,,,,,1982,Atari,us,o,CX5203,,,,,,,,@,,,
"Mario Bros.",,a293b6b06050e11029d97137f2b1b36059567273,,,,,,,1983,Atari,us,?,CX5247,,,,,,,,@,,,
Battlezone,,a339cddfc28477c21c58783d2d3b0cf0f4626ddf,,,,,,Prototype,1983,Atari,us,?,CX5239,,,,,,,,@,,,
"Keystone Kapers",,a3b3718992151c0a89805d349d6fbd5020302c93,,,,,,,1984,Activision,us,o,FZ-006,,,,,,,,@,,,
"Jr. Pac-Man",,a3e760d09e4dc6053286967576b5b7d42ee2fd38,,,,,,Prototype,1984,Atari,us,,CX5251,,,,,,,,@,,,
Berzerk,,a3ea767198256d920c8a64f8b4a8457998a2ab28,,,,,,,1983,Atari,us,b,CX5221,,,,,,,,@,,,
"!Public Domain",,a4474602b851a557948f0151ed6970aa52036db8,,,"5200Basic: River Racer",,,,2002,"Johnston, Jeffry | Johnston, Jeffry",,?,,,,,,,,,,,,
H.E.R.O.,,a452845f68f6e5b22b8446bf878ca781d1d7b349,,,,,,,1984,Activision,us,b,FZ-007,,,,,,,,@,,,
"Looney Tunes Hotel",,a4ed631e5ec86d418c8ac16245779d1151d6416a,,,,,,Prototype,1983,Atari,us,b,,,,,,,,,@,,,
"Ms. Pac-Man",,a62f44bbf1f2fa8054d95889023452b30313ccc9,,,,,,,1983,Atari,us,b,CX5243,,,,,,,,@,,,
"Wizard of Wor",,a73e72be4f3f1892ba0a4e37424d93f392214806,,,,,,,1983,"CBS Electronics",us,o,80003,,,,,,,,@,,,
KABOOM!,,a80f876a89a8ceacc71da5d9c02b546970b17730,,,Kaboom!,,,,1983,Activision,us,?,FZ-001,,,,,,,,@,,,
"Realsports Basketball",,a8678f86b1d8cc8c6976da426cb7cfe3baed42c6,,,"RealSports Basketball",,,Prototype,1983/10/31,Atari,us,,CX5219,,,,,,,,@,,,
Spitfire,,a9388e44bf1665e2ea1cf4e3055a1dd953294b7d,,,,,,Prototype,1984,Atari,us,,,,,,,,,,@,,,
"Realsports Baseball",,a94d06739fa19453fa586a836eaacae11fe93989,,,"RealSports Baseball",,,,1983,Atari,us,?,CX5209,,,,,,,,@,,,
@,,aa647e1126b36e0123d4d6375131f4e1e4beb07f,,,"Cross Horde",,,v1.0,2021/05/01,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
@,,ab3130256d16af09cac8b11749dfaff6aaaa3ea3,,,Blaster,,,proto,1984,Atari,us,@,@,@,@,@,@,@,@,@,@,,,
"Star Wars: Arcade Game",,ab676ffe054b23bdd43cee2498afefaabbf9355b,,,,,,,1984,"Parker Brothers",us,?,9040,,,,,,,,@,,,
"Mr. Do!'s Castle",,ac9d583cca444c61f218f70385aa9ef53c75ebb2,,,,,,,1984,"Parker Brothers",us,o,9420,,,,,,,,@,,,
"!Public Domain",,adfcdaa185c4ace8924f5906683857840188b808,,,"Player & Missle Graphics Demo",,,,200x,"Boris, Dan",,?,,,,,,,,,@,,,
"James Bond 007",,ae6de0cd4db58d3c42703f1a62d4368215a72662,,,,,,,1983,"Parker Brothers",us,b,9100,,,,,,,,@,,,
"James Bond 007",,ae765943ae8d909b6ca6ff1560ba027adeeaa515,,,,,,,1983,"Parker Brothers",us,?,9100,,,,,,,,@,,,
"PAM SALT",,af81c400f1af0ee13a24da5e8b642442a0fc9479,,,,,,v1.0,1982,Atari,,?,,,,,,,,,@,,,
"Star Raiders",,b016c3fe613dc7db2b125d94fb9ca8f0aaf3aad5,,,,,,,1982,Atari,us,b,CX5202,,,,,,,,@,,,
"David Crane's Pitfall II: Lost Caverns",,b051f0fb2e816787ab6eed0cb008b9f8cc9963dc,,,,,,,1984,Activision,us,?,FZ-011,,,,,,,,@,,,
"Yellow Submarine",,b284e4baddd4f3977327c341190a2296437b3615,,,,,,Prototype,1982,Atari,us,o,,,,,,,,,@,,,
@,,b573d41657de5d6209499d90f24910553bb2f78b,,,"Cross Chase",,,@,2018/10/29,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
"Missile Command",,b5e8a8af06c401cde5770fd5bece4006764c0898,,,,,,,1982,Atari,us,b,CX5202,,,,,,,,@,,,
"!Public Domain",,b60248328658ceee318cc9596e3875080395a4fa,,,"Crystal Castles",,,V0.6,2002,"Clay Cowgill",,b,,,,,,,,,,,,
Q*bert,,b620006f022c673003138d284009a84f02c39dfa,,,,,,,1983,"Parker Brothers",us,b,9500,,,,,,,,@,,,
Beamrider,,b75d555d059ad61992f9f5a234129ecbf9504c35,,,,,,,1983,Activision,us,?,FZ-009,,,,,,,,@,,,
"Missile Command",,b7677e3faa6cc5e4d53a7afa930a00d761d86347,,,,,,,1982,Atari,us,b,CX5202,,,,,,,,@,,,
"Keystone Kapers",,b97f1b5c02e7dc1fc77c61bd099dcdf2f9c2860c,,,,,,,1984,Activision,us,b,FZ-006,,,,,,,,@,,,
"Last Starfighter",,b9dcb842eb68ca261e3e94f72341d07efd652290,,,,,,Prototype,1984,Atari,us,b,CX5260,,,,,,,,@,,,
@,,bab3427cf594c9d8375f56504e53ff24a696d71d,,,"Cross Chase",,,@,2017/09/15,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,inimal,@,@,,,
"Koffi: Yellow Kopter",,bb0567c399a848b746b5941820de346e7949f4f8,,,,,,"Demo-Aug 31",2002/08/31,"Lloyd, Ron",,?,,,,,,,,,,,,
"Looney Tunes Hotel",,bc4a536616ac45689b3ad790f6b1394ebbd8cc7e,,,,,,Prototype,1983,Atari,us,?,,,,,,,,,@,,,
"Buck Rogers: Planet of Zoom",,bc7c81f758dd3e224e42ac8a16c1a12d69aed722,,,,,,,1983,Sega,us,?,005-02,,,,,,,,@,,,
@,,bd0a2a101077d255f7256381cc7f03d6daa21918,,,"Cross Snake Preview",,,@,2020/12/05,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
@,,bd52f4ad304e6a00bcc5f56e1d40e2c2d71dc308,,,"RealSports Curling",,,"NTSC | GPL",2018/10,"Witmer, Ryan",@,@,@,@,@,@,@,@,@,@,@,,,
Megamania,,bd7275d169a291687f417db6e766b7d73b72f4fb,,,,,,,1983,Activision,us,o,FZ-003,,,,,,,,@,,,
@,,be2192e3e9a42a232abccab7d8c82d4d7ed5fdb2,,,"Cross Verbix",,,@,2022/12/10,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
"Congo Bongo",,be69655ca0a36989dc9e2933dcbdc69107ce4546,,,,,,,1983,Sega,us,?,006-02,,,,,,,,@,,,
"Buck Rogers: Planet of Zoom",,bec0696a4bdcbe71f399436773251c960d4f101e,,,,,,,1983,Sega,us,b,005-02,,,,,,,,@,,,
"Realsports Baseball",,bf01fb9abd2d5b0c91586a4ee655ff3b55188435,,,"RealSports Baseball",,,,1983,Atari,us,o,CX5209,,,,,,,,@,,,
"Star Wars: Return of the Jedi: Death Star Battle",,bf77048abc36ba2cba5eeeac812802d6a0eba891,,,,,,,1983,"Parker Brothers",us,?,9060,,,,,,,,@,,,
"Castle Blast",,c1a56a1fc51e09b1d8e93af40ddd7596847e6164,,,,,,"Philly Classic 4",2002,"Habot, Ronen",us,?,CX5280,,,,,,,,@,,,
Meteorites,,c2af2edd3c97d613d24b27859293e8ea59db72da,,,,,,,1983,"Electra Concepts",us,o,,,,,,,,,@,,,
Xevious,,c3cf33216dfa484309b923f21829d040486bc481,,,,,,Prototype,1984,Atari,us,?,CX5246,,,,,,,,@,,,
Kangaroo,,c3dbeed7adc0e282bf76332ab5a3209550e26d02,,,,,,,1983,Atari,us,?,CX5229,,,,,,,,@,,,
"Koffi: Yellow Kopter",,c45a39a13371a129c407a9400809f77784781f2c,,,,,,"Demo-Nov 15",2002/11/15,"Lloyd, Ron",,?,,,,,,,,,,,,
Xevious,,c4b484570bec576d594974d0371776200bcbce50,,,,,,Prototype,1984,Atari,us,b,CX5246,,,,,,,,@,,,
"Carol Shaw's River Raid",,c7156f126bb396d92e4a9a6d0b81f927ca97fae6,,,,,,,1983,Activision,us,o,FZ-002,,,,,,,,@,,,
"Wizard of Wor",,c729e83fdd2bed6f07da83779008bd08fef889f6,,,,,,,1983,"CBS Electronics",us,b,80003,,,,,,,,@,,,
"K-Razy Shoot-Out",,c7eb2b4a46a197adfedf33c2ccc17d8424d681c4,,,"K-Razy Shootout",,,,1983,"CBS Electronics | Kay Enterprizes",us,?,80503,,,,,,,,@,,,
@,,c85a76b0e4a6b70be36251a989681a136f62e7dc,,,"Cross Chase",,,@,2021/05/13,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
@,,c886252f76e8c809975b299439ac18571564b3ad,,,"Cross Snake",,,v2.0,2020/12/31,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
"Realsports Soccer",,c911cc914f3923d5aeb1a897e6dc4a551a9a53da,,,"RealSports Soccer",,,,1983,Atari,us,?,CX5213,,,,,,,,@,,,
Pac-Man,,c96aa5887ceb0a796c9c33345f39b89eb73b2541,,,,,,,1982,Atari,,b,,,,,,,,,,,,
"Star Raiders",,c97f0fad01b26031c71a9bd91182feccb43bc870,,,,,,,1982,Atari,us,b,CX5202,,,,,,,,@,,,
Joust,,ca7d5d0871be19ca22d01019fd512b5836e3130a,,,,,,,1983,Atari,us,b,CX5240,,,,,,,,@,,,
"Carol Shaw's River Raid",,ce9bd3b0847c5e187c3e8f667c8f5ea771c49965,,,,,,,1983,Activision,us,?,FZ-002,,,,,,,,@,,,
"Space Invaders",,cf411db770217b5af5fcfa32725cc587a8b9e710,,,,,,,1982,Atari,us,?,CX5204,,,,,,,,@,,,
Roadrunner,,cf438e571e74e6a87d9895a9848fbf0bc73990bd,,,,,,Prototype,1982,Atari,us,b,CX5242,,,,,,,,@,,,
@,,cfdd2f8dabb03d8784f336bb0c804270dc3a8a6c,,,"Bounty Bob Strikes Back!",,,@,1984,"Big Five Software",us,@,@,@,@,@,@,@,@,@,@,,,
@,,cff701dca98dc58b62610e61ce61e9160fcc006b,,,Sinistar,,,@,2010,AtariAge,@,@,@,@,@,@,@,@,@,@,@,,,
Gyruss,,d0d8650eb07d1679004d491360c2c041e37c61cd,,,,,,,1984,"Parker Brothers",us,?,9080,,,,,,,,@,,,
Pitfall!,,d1c7dc3de097a4bfab82235acec69a97e6e05f18,,,,,,,1984,Activision,us,?,FZ-004,,,,,,,,@,,,
H.E.R.O.,,d286ecb6793a0dda9c9c68f6355dbe3ade6922f9,,,,,,,1984,Activision,us,?,FZ-007,,,,,,,,@,,,
Frogger,,d3b0f2c2fe712865786633bde5ce80ce53d5cea7,,,,,,,1983,"Parker Brothers",us,,9530,,,,,,,,@,,,
"Pete's Test Cartridge",,d3ff99e080985c9c8e25389dfa74835e8c9be508,,,"PAM: Pete's Test",,,,1982,Atari,,?,,,,,,,,,@,,,
Choplifter!,,d4ed773fd1180eaa0262e817da2c86287b498a28,,,,,,,1984,Atari,us,o,CX5253,,,,,,,,@,,,
"Pole Position",,d504764c5894ee99c0b5e2024cbe833ebba3ab17,,,,,,,1983,Atari,us,?,CX5217,,,,,,,,@,,,
Stargate,,d5bd98688ce00660e021cbf3738db5805e2ebcb0,,,,,,Prototype,1984,Atari,us,b,CX5252,,,,,,,,@,,,
"Frogger II: Threeedeep!",,d5bdb5a33b18421ac330abb0a509655e772e467d,,,,,,,1984,"Parker Brothers",us,o,9090,,,,,,,,@,,,
"Star Wars: Return of the Jedi: Death Star Battle",,d5df523468c3bcb4617fcbadc548dae457f3fded,,,,,,,1983,"Parker Brothers",us,b,9060,,,,,,,,@,,,
"!Public Domain",,d6c6ad373b150c1f752cbecb8b94ab2640af3de9,,,"Hello World",,,,200x,"Boris, Dan",,?,,,,,,,,,@,,,
"Carol Shaw's River Raid",,d6eb0413920adf009e064740406dcba6be84eedb,,,,,,,1983,Activision,us,b,FZ-002,,,,,,,,@,,,
Frogger,,d9a695757f0494aee92a50ab8a49558745e0cedf,,,,,,,1983,"Parker Brothers",us,?,9530,,,,,,,,@,,,
"!Public Domain",,dad0876e2727e82c5e852145ebe8aea4268870f4,,,"5200Basic: 99 Bottles of Beer",,,V.BrainFck,2001,"Johnston, Jeffry | Johnston, Jeffry",,?,,,,,,,,,,,,
"Activision Decathlon",,db203973df13b071da46d52fdb078a76f4db428d,,,,,,,1983,Activision,us,?,FC-008,,,,,,,,@,,,
"!Public Domain",,dc81c58047a5775dbbcf84026db8e0175d51b9bd,,,"5200Basic: Hello World",,,V.BrainFck,2001,"Johnston, Jeffry | Johnston, Jeffry",,?,,,,,,,,,,,,
@,,dd30c3d1dc3da165cdbe1af27e9dbc35326c35e8,,,"Cross Chase",,,@,2017/12/10,"Caruso, Fabrizio",@,@,@,ull,@,@,@,@,@,@,@,,,
"Bounty Bob Strikes Back!",,dd75e5a0a766440a828989ceff40318609b978a8,,,,,,$5000,1984,"Big Five Software",us,?,,,,,,,,,@,,,
Pac-Man,,ddb5f9d446db1889aa6fc742457aec257444bfb5,,,,,,,1982,Atari,us,b,CX5208,,,,,,,,@,,,
"Bounty Bob Strikes Back!",,df8fad48c2f060ace7408095de969e6bf422fa87,,,,,,$4000,1984,"Big Five Software",us,?,,,,,,,,,@,,,
"Congo Bongo",,e0203c2124127eba2d679be548fa257ecc5b2607,,,,,,,1983,Sega,us,,006-02,,,,,,,,@,,,
"Super Cobra",,e07f7651de297398ab98898778dab7321f3b1ba3,,,,,,,1983,"Parker Brothers",us,b,9550,,,,,,,,@,,,
Diagnostics,,e086e9868aa913e87f94676fd600f003892e73a1,,,"Diagnostic Cartridge",,,v2.3,1983,Atari,,?,,,,,,,,,@,,,
"Blue Print",,e08b100d9ad1be22684a210f0e812589cecc29bd,,,,,,,1983,"CBS Electronics | Bally Midway",us,o,80033,,,,,,,,@,,,
@,,e0f69a007af0516e2ec6c06e8d333aba1f201688,,,"Cross Chase",,,@,2017/10/30,"Caruso, Fabrizio",@,@,light,@,@,@,@,@,@,@,@,,,
"Pete's Test Cartridge",,e1201a274d41a327fa03b1ad2a72ada97e05f17b,,,"PAM: Pete's Test",,,,1982,Atari,,o,,,,,,,,,@,,,
A.E.,,e18a603b18b85e24f9c938b33b6077a767c1fa9c,,,,,,Prototype,1982,Atari,us,?,,,,,,,,,@,,,
"Realsports Soccer",,e1a738d796aef367b7a632d0292dc66288b65daa,,,"RealSports Soccer",,,,1983,Atari,us,b,CX5213,,,,,,,,@,,,
"Jungle Hunt",,e23fbf2350f2d661a514d89bf786862a8f7b4f38,,,,,,,1983,Atari,us,b,CX5222,,,,,,,,@,,,
KABOOM!,,e34f5c1a55d11ce5f51859bd30f5caa19af4343f,,,Kaboom!,,,,1983,Activision,us,o,FZ-001,,,,,,,,@,,,
"Buck Rogers: Planet of Zoom",,e394b4843856775176389b8b0b261e2ef5fda880,,,,,,,1983,Sega,us,,005-02,,,,,,,,@,,,
Asteroids,,e523c5fb12f5328f9f2004482a91a57f9c16c3dc,,,,,,Prototype,1983,Atari,us,o,CX5201,,,,,,,,@,,,
Berzerk,,e56ccc6bf427a832ce00540b02d065a2688260dc,,,,,,,1983,Atari,us,?,CX5221,,,,,,,,@,,,
"Yellow Submarine",,e58e1f257923694dbeb586c860f385e74e460f90,,,,,,Prototype,1982,Atari,us,?,,,,,,,,,@,,,
"Zone Ranger",,e5fe85212e7b5851cc4c9d23b4dae142c787576b,,,,,,,1984,Activision,us,o,FZ-101,,,,,,,,@,,,
Popeye,,e615aaa0c1d56ac83b91f6087970fa708d6433bf,,,,,,,1984,"Parker Brothers",us,?,9510,,,,,,,,@,,,
"!Public Domain",,e64fb1a353c72b87c5483bb88cb3523ea5d37b59,,,"Atari 5200 Menu",,,Prototype,1983/02/01,Atari,us,?,,,,,,,,,@,,,
Q*bert,,e6966bde5cd4167020c9d21bab613af1648b4d75,,,,,,,1983,"Parker Brothers",us,?,9500,,,,,,,,@,,,
"Looney Tunes Hotel",,e7d8b5146ac1e4cde8e0df0bdf7e563fe0b1af15,,,,,,Prototype,1983,Atari,us,b,,,,,,,,,@,,,
@,,e8bb965a2f290c88bb8405f681ff454aee75281d,,,"Cross Bomber",,,@,2020/08/26,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
Vanguard,,ea3278688eb9f910ff54259b51e33f50714edeb7,,,,,,,1983,Atari,us,b,CX5216,,,,,,,,@,,,
"Dreadnaught Factor",,ea7b40ce1106378e1d409cab6634fb2e483ff238,,,,,,,1983,Activision,us,?,FZ-005,,,,,,,,@,,,
Centipede,,eb343b90d3de696e69b1f039d4fb2c6afb0d80c0,,,,,,,1982,Atari,us,?,CX5212,,,,,,,,@,,,
"Frogger II: Threeedeep!",,ed21bfabfc02964192577c4d94f33428482c9310,,,,,,,1984,"Parker Brothers",us,b,9090,,,,,,,,@,,,
Ballblazer,,ed92ffd21abd50339f5be0cbff9bdcc8fafbc67f,,,,,,,1986,"Atari | Lucasfilm",us,,CX5255,,,,,,,,@,,,
"!Public Domain",,edfe72128d550bde5d45b8494e47244986b2702e,,,"Hello There James",,,,1999,,,?,,,,,,,,,,,,
Pac-Man,,ee4b3c6f08aa9fdfab532eec98136306b6923f75,,,,,,,1982,Atari,us,?,CX5208,,,,,,,,@,,,
"Miniature Golf",,ef4d3ee7b4da2ef79c6f4d0d1833f10c1eb7725e,,,,,,Prototype,1983,Atari,us,?,CX5230,,,,,,,,@,,,
"Montezuma's Revenge featuring Panama Joe",,f0c3f2189be54914c73aa82a649599432b67b9ff,,,,,,,1984,"Parker Brothers",us,b,9460,,,,,,,,@,,,
"Congo Bongo",,f116bc9d8b7ecd894643487a79a4af32723c8cff,,,,,,,1983,Sega,us,b,006-02,,,,,,,,@,,,
Gremlins,,f2b4ffb2b16b3a47aec160d2a5bab6107d79c76a,,,,,,,1986,Atari,us,b,CX5257,,,,,,,,@,,,
@,,f2c2e5fff620954240ddc7c07602bb7cc984b0c5,,,"Cross Shoot",,,@,2020/07/03,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
Gremlins,,f3c32b39580d589799dcead98bb206fbf3df0504,,,,,,,1986,Atari,us,?,CX5257,,,,,,,,@,,,
Countermeasure,,f4fdb41a7f4ebe19bef6652676f4e07595159eac,,,,,,,1982,Atari,us,o,CX5210,,,,,,,,@,,,
Megamania,,f5512460c6b6d3a1baa0b23adf6a3a37fe308eb3,,,,,,,1983,Activision,us,?,FZ-003,,,,,,,,@,,,
"Super Breakout",,f5f9c7f97bf09e5647e808d892b656f3ee1e19e0,,,,,,,1982,Atari,us,?,CX5203,,,,,,,,@,,,
"K-Razy Shoot-Out",,f7da930a8967082dcc195c52f2986ac7d21bfa83,,,,,,,1983,"CBS Electronics | Kay Enterprizes",us,o,80503,,,,,,,,@,,,
"Activision Decathlon",,f8886e19832c2cef13c30cb6464b7631d70868a2,,,,,,,1983,Activision,us,b,FC-008,,,,,,,,@,,,
"Ms. Pac-Man",,f93d72444d76075273e508555423936530875148,,,,,,,1983,Atari,us,?,CX5243,,,,,,,,@,,,
"Jungle Hunt",,fa02ee04cfad90c6ccf9d9b984e3b7b3327fec12,,,,,,,1983,Atari,us,?,CX5222,,,,,,,,@,,,
Pac-Man,,fa135c811a6c803d86cb158b73768a3ad59dc4d2,,,,,,,1982,Atari,us,b,CX5208,,,,,,,,@,,,
Countermeasure,,fa6d77e6e9afd0ea42fc9f9807932bf9e8fb170e,,,,,,,1982,Atari,us,?,CX5210,,,,,,,,@,,,
Defender,,fb101f9f2138300a3d24c0c1ba5bd60490b8464a,,,,,,,1982,Atari,us,b,CX5218,,,,,,,,@,,,
Beamrider,,fc298ba5118061bcb390d8549d1fc7def0307002,,,,,,,1983,Activision,us,b,FZ-009,,,,,,,,@,,,
QIX,,fc5927c5f84fffaa43e603b9eef5300e9bd16af3,,,Qix,,,,1982,Atari,us,b,CX5221,,,,,,,,@,,,
"Robotron 2084",,fe5de14faa2c508fcafc82136b6dbf003bbac1b6,,,,,,,1983,Atari,us,b,CX5225,,,,,,,,@,,,
Meebzork,,ff0f1d9ed0ae45e3c81b252f3d0a335e03b0aa4b,,,,,,Prototype,1983,Atari,us,?,,,,,,,,,@,,,
"Buck Rogers: Planet of Zoom",,ff4e8cbafe6b0d245541455d4da88e4df02e5425,,,,,,,1983,Sega,us,b,005-02,,,,,,,,@,,,
"Koffi: Yellow Kopter",,fffe606187b572e8dc879515d2c937f3a63c69f8,,,,,,Demo,2002,"Lloyd, Ron",us,?,RL5201,,,,,,,,@,,,
