"Group","SHA1","ID","Folder","FileName","Title","Media Filename","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
005,,005,,,,005,,,,,,,,,,,,,,,,,,
j2notesh,,j2notesh,,,"Note Shoot","Note Shoot",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2notexc,,j2notexc,,,"Note Exchange","Note Exchange",,"(set 1) (JPM) (MPS)",,,,,,,,,,,,,,,,
j2notexc,,j2notexca,,,"Note Exchange","Note Exchange",,"(set 2) (JPM) (MPS)",,,,,,,,,,,,,,,,
j2notexc,,j2notexcb,,,"Note Exchange","Note Exchange",,"(set 3) (JPM) (MPS)",,,,,,,,,,,,,,,,
j2notspn,,j2notspn,,,"Note Spinner","Note Spinner",,"(Unk) (MPS)",,,,,,,,,,,,,,,,
j2nrrp,,j2nrrp,,,"unknown 'nprpopp'","unknown 'nprpopp'",,"(Bwb) (MPS)",,,,,,,,,,,,,,,,
j2nsc15,,j2nsc15,,,"unknown 'nsc15'","unknown 'nsc15'",,"(Pcp) (MPS)",,,,,,,,,,,,,,,,
j2nsw12,,j2nsw12,,,"unknown 'nsw12'","unknown 'nsw12'",,"(Pcp) (MPS)",,,,,,,,,,,,,,,,
j2nud5p,,j2nud5p,,,"5p Nudger","5p Nudger",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2nudbnz,,j2nudbnz,,,"Nudge Bonanza Deluxe","Nudge Bonanza Deluxe",,"(set 1) (JPM) (MPS)",,,,,,,,,,,,,,,,
j2nudbnz,,j2nudbnza,,,"Nudge Bonanza Deluxe","Nudge Bonanza Deluxe",,"(set 2) (JPM) (MPS)",,,,,,,,,,,,,,,,
j2nuddud,,j2nuddud,,,"Nudge Double Up Deluxe","Nudge Double Up Deluxe",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2nuddup,,j2nuddup,,,"Nudge Double Up","Nudge Double Up",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2nudfev,,j2nudfev,,,"Nudge Fever","Nudge Fever",,"(Bwb) (MPS)",,,,,,,,,,,,,,,,
j2nudmon,,j2nudmon,,,"Nudge Money","Nudge Money",,"(Pcp) (MPS)",,,,,,,,,,,,,,,,
j2nudnud,,j2nudnud,,,"Nudge Nudge","Nudge Nudge",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2nudshf,,j2nudshf,,,"Nudge Shuffler","Nudge Shuffler",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2nudup3,,j2nudup3,,,"Nudge Double Up MkIII","Nudge Double Up MkIII",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2paypkt,,j2paypkt,,,"Pay Packet","Pay Packet",,"(Pcp) (MPS)",,,,,,,,,,,,,,,,
j2penny,,j2penny,,,"In For A Penny In For A Pound","In For A Penny In For A Pound",,"(Pcp) (MPS)",,,,,,,,,,,,,,,,
j2pharo,,j2pharo,,,Pharoah,Pharoah,,"(Unk) (MPS)",,,,,,,,,,,,,,,,
j2pinac,,j2pinac,,,Pinnacle,Pinnacle,,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2pinclb,,j2pinclb,,,"Pinnacle Club","Pinnacle Club",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2plsmnd,,j2plsmnd,,,"Plus Money Deluxe","Plus Money Deluxe",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2plsmon,,j2plsmon,,,"Plus Money","Plus Money",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2plsnud,,j2plsnud,,,"Plus Nudge","Plus Nudge",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2pndrsh,,j2pndrsh,,,"Pound Rush","Pound Rush",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2potlck,,j2potlck,,,"Pot Luck","Pot Luck",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2pyramd,,j2pyramd,,,Pyramid,Pyramid,,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2rdclb,,j2rdclb,,,"Royal Deal Club","Royal Deal Club",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2reelbn,,j2reelbn,,,"Reel Bingo Club","Reel Bingo Club",,"(set 1) (JPM) (MPS)",,,,,,,,,,,,,,,,
j2reelbn,,j2reelbna,,,"Reel Bingo Club","Reel Bingo Club",,"(set 2) (JPM) (MPS)",,,,,,,,,,,,,,,,
j2reelbo,,j2reelbo,,,"Reel Bonus","Reel Bonus",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2reelcz,,j2reelcz,,,"Reel Crazy","Reel Crazy",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2reeldc,,j2reeldc,,,"Reel Deal Club","Reel Deal Club",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2reelmc,,j2reelmc,,,"Reel Magic Club","Reel Magic Club",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2reelmg,,j2reelmg,,,"Reel Magic","Reel Magic",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2reelmg,,j2reelmgd,,,"Reel Magic","Reel Magic",,"(JPM) [Dutch] (MPS)",,,,,,,,,,,,,,,,
j2reelmo,,j2reelmo,,,"Reel Money","Reel Money",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2rm941,,j2rm941,,,"unknown 'rm941'","unknown 'rm941'",,"(Unk) (MPS)",,,,,,,,,,,,,,,,
j2rotnot,,j2rotnot,,,"Rota Note","Rota Note",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2roulcl,,j2roulcl,,,"Roulette Club","Roulette Club",,"(JPM) [Mps] (MPS)",,,,,,,,,,,,,,,,
j2sex,,j2sex,,,"Super Exchanger","Super Exchanger",,"(Unk) (MPS)",,,,,,,,,,,,,,,,
j2silvcl,,j2silvcl,,,"Silver Classic","Silver Classic",,"(Pcp) (MPS)",,,,,,,,,,,,,,,,
j2silvsh,,j2silvsh,,,"Silver Shot","Silver Shot",,"(Pcp) (MPS)",,,,,,,,,,,,,,,,
j2sirich,,j2sirich,,,"Strike It Rich","Strike It Rich",,"(JPM) (MPS) (set 1)",,,,,,,,,,,,,,,,
j2sirich,,j2siricha,,,"Strike It Rich","Strike It Rich",,"(JPM) (MPS) (set 2)",,,,,,,,,,,,,,,,
j2sldgld,,j2sldgld,,,"Solid Gold","Solid Gold",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2slvrgh,,j2slvrgh,,,"Silver Ghost","Silver Ghost",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2sng,,j2sng,,,"Super Nudge Gambler","Super Nudge Gambler",,"(Cotswold Microsystems) (MPS)",,,,,,,,,,,,,,,,
j2spcrsv,,j2spcrsv,,,"Special Reserve","Special Reserve",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2ss,,j2ss,,,"Supa Stepper","Supa Stepper",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2sset,,j2sset,,,"Sunset Strip","Sunset Strip",,"(v2.0) (Unk) (MPS?)",,,,,,,,,,,,,,,,
j2sstrea,,j2sstrea,,,"Supa Streak","Supa Streak",,"(Pcp) (MPS)",,,,,,,,,,,,,,,,
j2stahed,,j2stahed,,,"Streets Ahead","Streets Ahead",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2strk10,,j2strk10,,,"Strike Ten","Strike Ten",,"(Ace) (MPS)",,,,,,,,,,,,,,,,
j2supchy,,j2supchy,,,"Super Cherry","Super Cherry",,"(Eurocoin) (MPS)",,,eu,,,,,,,,,,,,,
j2super7,,j2super7,,,"Super 7's","Super 7's",,"(Unk) (MPS)",,,,,,,,,,,,,,,,
j2supfrc,,j2supfrc,,,"Supa Fruit Club","Supa Fruit Club",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2supfrt,,j2supfrt,,,"Supa Fruit","Supa Fruit",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2supln,,j2supln,,,"Super Line","Super Line",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2suppot,,j2suppot,,,"Super Pots","Super Pots",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2suprft,,j2suprft,,,"Super Fruit","Super Fruit",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2suprl,,j2suprl,,,"Super Reel","Super Reel",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2suprsh,,j2suprsh,,,Supershot,Supershot,,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2supsft,,j2supsft,,,Supashifta,Supashifta,,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2supstp,,j2supstp,,,"Supa Steppa","Supa Steppa",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2supstr,,j2supstr,,,Superstars,Superstars,,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2suptrk,,j2suptrk,,,"Supa Track","Supa Track",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2swbank,,j2swbank,,,"Switch Back","Switch Back",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2take2,,j2take2,,,"Take 2","Take 2",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2topcd,,j2topcd,,,"Top Card","Top Card",,"(Bwb) (MPS)",,,,,,,,,,,,,,,,
j2topsht,,j2topsht,,,"Top Shot","Top Shot",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2trail,,j2trail,,,Trailblazer,Trailblazer,,"(Bwb) (MPS)",,,,,,,,,,,,,,,,
j2tst,,j2tst,,,"MPS 1 Test Rom","MPS 1 Test Rom",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2tstplt,,j2tstplt,,,"Test Pilot","Test Pilot",,"(set 1) (Pcp) (MPS)",,,,,,,,,,,,,,,,
j2tstplt,,j2tstplta,,,"Test Pilot","Test Pilot",,"(set 2) (Pcp) (MPS)",,,,,,,,,,,,,,,,
j2tupnd,,j2tupnd,,,"Tuppenny Nudger","Tuppenny Nudger",,"(Mdm) (MPS)",,,,,,,,,,,,,,,,
j2tupnud,,j2tupnud,,,"Tuppenny Nudger","Tuppenny Nudger",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2wag,,j2wag,,,Win-A-Gain,Win-A-Gain,,"(Bwb) (MPS)",,,,,,,,,,,,,,,,
j2westrn,,j2westrn,,,Western,Western,,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2wrb,,j2wrb,,,"Wild Reel Bingo","Wild Reel Bingo",,"(JPM) (MPS)",,,,,,,,,,,,,,,,
j2xxx,,j2xxx,,,"Triple X","Triple X",,"(Bwb) (MPS)",,,,,,,,,,,,,,,,
j5ar80,,j5ar80,,,"Around The World In Eighty Days","Around The World In Eighty Days",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5ar80,,j5ar80a,,,"Around The World In Eighty Days","Around The World In Eighty Days",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5ar80,,j5ar80b,,,"Around The World In Eighty Days","Around The World In Eighty Days",,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5ar80,,j5ar80c,,,"Around The World In Eighty Days","Around The World In Eighty Days",,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5ar80cl,,j5ar80cl,,,"Around The World Club","Around The World Club",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5ar80cl,,j5ar80cla,,,"Around The World Club","Around The World Club",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5ar80cl,,j5ar80clb,,,"Around The World Club","Around The World Club",,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5ar80cl,,j5ar80clc,,,"Around The World Club","Around The World Club",,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5ar80,,j5ar80d,,,"Around The World In Eighty Days","Around The World In Eighty Days",,"(JPM) (SYSTEM5, set 5)",,,,,,,,,,,,,,,,
j5buc,,j5buc,,,Buccaneer,Buccaneer,,"(JPM) (SYSTEM5)",,,,,,,,,,,,,,,,
j5cir,,j5cir,,,Circus,Circus,,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5cir,,j5cira,,,Circus,Circus,,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5cir,,j5cirb,,,Circus,Circus,,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5cir,,j5circ,,,Circus,Circus,,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5cir,,j5cird,,,Circus,Circus,,"(JPM) (SYSTEM5, set 5)",,,,,,,,,,,,,,,,
j5cir,,j5cire,,,Circus,Circus,,"(JPM) (SYSTEM5, set 6)",,,,,,,,,,,,,,,,
j5clbnud,,j5clbnud,,,"Club Nudger","Club Nudger",,"(JPM) (SYSTEM5-SAA, set 1)",,,,,,,,,,,,,,,,
j5clbnud,,j5clbnuda,,,"Club Nudger","Club Nudger",,"(JPM) (SYSTEM5-SAA, set 2)",,,,,,,,,,,,,,,,
j5daycls,,j5daycls,,,"Daytona Classic","Daytona Classic",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5daycls,,j5dayclsa,,,"Daytona Classic","Daytona Classic",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5daytn,,j5daytn,,,Daytona,Daytona,,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5daytn,,j5daytna,,,Daytona,Daytona,,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5dirty,,j5dirty,,,"Dirty Dozen","Dirty Dozen",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5dirty,,j5dirtya,,,"Dirty Dozen","Dirty Dozen",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5dirty,,j5dirtyb,,,"Dirty Dozen","Dirty Dozen",,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5dirty,,j5dirtyc,,,"Dirty Dozen","Dirty Dozen",,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5fair,,j5fair,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5fair,,j5faira,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5fair,,j5fairb,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5fair,,j5fairc,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5fair,,j5faird,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 5)",,,,,,,,,,,,,,,,
j5fair,,j5faire,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 6)",,,,,,,,,,,,,,,,
j5fair,,j5fairf,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 7)",,,,,,,,,,,,,,,,
j5fair,,j5fairg,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 8)",,,,,,,,,,,,,,,,
j5fairgd,,j5fairgd,,,"Fairground Attraction Club","Fairground Attraction Club",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5fairgd,,j5fairgda,,,"Fairground Attraction Club","Fairground Attraction Club",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5fairgd,,j5fairgdb,,,"Fairground Attraction Club","Fairground Attraction Club",,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5fairgd,,j5fairgdc,,,"Fairground Attraction Club","Fairground Attraction Club",,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5fairgd,,j5fairgdd,,,"Fairground Attraction Club","Fairground Attraction Club",,"(JPM) (SYSTEM5, set 5)",,,,,,,,,,,,,,,,
j5fairgd,,j5fairgde,,,"Fairground Attraction Club","Fairground Attraction Club",,"(JPM) (SYSTEM5, set 6)",,,,,,,,,,,,,,,,
j5fair,,j5fairh,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 9)",,,,,,,,,,,,,,,,
j5fair,,j5fairi,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 10)",,,,,,,,,,,,,,,,
j5fair,,j5fairj,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 11)",,,,,,,,,,,,,,,,
j5fair,,j5fairk,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 12)",,,,,,,,,,,,,,,,
j5fair,,j5fairl,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 13)",,,,,,,,,,,,,,,,
j5fair,,j5fairm,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 14)",,,,,,,,,,,,,,,,
j5fair,,j5fairn,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 15)",,,,,,,,,,,,,,,,
j5fair,,j5fairo,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 16)",,,,,,,,,,,,,,,,
j5fair,,j5fairp,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 17)",,,,,,,,,,,,,,,,
j5fair,,j5fairq,,,Fairground,Fairground,,"(JPM) (SYSTEM5, set 18)",,,,,,,,,,,,,,,,
j5fifth,,j5fifth,,,"5th Avenue","5th Avenue",,"(JPM) (SYSTEM5-SAA)",,,,,,,,,,,,,,,,
j5filth,,j5filth,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5filth,,j5filtha,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5filth,,j5filthb,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5filth,,j5filthc,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5filth,,j5filthd,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 5)",,,,,,,,,,,,,,,,
j5filth,,j5filthe,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 6)",,,,,,,,,,,,,,,,
j5filth,,j5filthf,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 7)",,,,,,,,,,,,,,,,
j5filth,,j5filthg,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 8)",,,,,,,,,,,,,,,,
j5filth,,j5filthh,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 9)",,,,,,,,,,,,,,,,
j5filth,,j5filthi,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 10)",,,,,,,,,,,,,,,,
j5filth,,j5filthj,,,"Filthy Rich","Filthy Rich",,"(JPM) (SYSTEM5, set 11)",,,,,,,,,,,,,,,,
j5firebl,,j5firebl,,,Fireball,Fireball,,"(JPM) (SYSTEM5-SAA, set 1)",,,,,,,,,,,,,,,,
j5firebl,,j5firebla,,,Fireball,Fireball,,"(JPM) (SYSTEM5-SAA, set 2)",,,,,,,,,,,,,,,,
j5firebl,,j5fireblb,,,Fireball,Fireball,,"(JPM) (SYSTEM5-SAA, set 3)",,,,,,,,,,,,,,,,
j5frmag,,j5frmag,,,"Fruit Magic","Fruit Magic",,"(JPM) (SYSTEM5-SAA)",,,,,,,,,,,,,,,,
j5goldbr,,j5goldbr,,,"Golden Bars","Golden Bars",,"(JPM) (SYSTEM5-SAA)",,,,,,,,,,,,,,,,
j5hagar,,j5hagar,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5hagar,,j5hagara,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5hagar,,j5hagarb,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5hagar,,j5hagarc,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5hagar,,j5hagard,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 5)",,,,,,,,,,,,,,,,
j5hagar,,j5hagare,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 6)",,,,,,,,,,,,,,,,
j5hagar,,j5hagarf,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 7)",,,,,,,,,,,,,,,,
j5hagar,,j5hagarg,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 8)",,,,,,,,,,,,,,,,
j5hagar,,j5hagarh,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 9)",,,,,,,,,,,,,,,,
j5hagar,,j5hagari,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 10)",,,,,,,,,,,,,,,,
j5hagar,,j5hagarj,,,Hagar,Hagar,,"(JPM) (SYSTEM5, set 11)",,,,,,,,,,,,,,,,
j5hagsho,,j5hagsho,,,"Hagar Showcase","Hagar Showcase",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5hagsho,,j5hagshoa,,,"Hagar Showcase","Hagar Showcase",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5hagsho,,j5hagshob,,,"Hagar Showcase","Hagar Showcase",,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5hagsho,,j5hagshoc,,,"Hagar Showcase","Hagar Showcase",,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5hilos,,j5hilos,,,"Hi Lo Silver","Hi Lo Silver",,"(JPM) (SYSTEM5)",,,,,,,,,,,,,,,,
j5holly,,j5holly,,,"Hollywood Nights","Hollywood Nights",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5holly,,j5hollya,,,"Hollywood Nights","Hollywood Nights",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5holly,,j5hollyb,,,"Hollywood Nights","Hollywood Nights",,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5holly,,j5hollyc,,,"Hollywood Nights","Hollywood Nights",,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5holly,,j5hollyd,,,"Hollywood Nights","Hollywood Nights",,"(JPM) (SYSTEM5, set 5)",,,,,,,,,,,,,,,,
j5holly,,j5hollye,,,"Hollywood Nights","Hollywood Nights",,"(JPM) (SYSTEM5, set 6)",,,,,,,,,,,,,,,,
j5hotdog,,j5hotdog,,,"Hot Dogs","Hot Dogs",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5hotdog,,j5hotdoga,,,"Hot Dogs","Hot Dogs",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5indsum,,j5indsum,,,"Indian Summer","Indian Summer",,"(JPM) (SYSTEM5)",,,,,,,,,,,,,,,,
j5intr,,j5intr,,,Intrigue,Intrigue,,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5intr,,j5intra,,,Intrigue,Intrigue,,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5intr,,j5intrb,,,Intrigue,Intrigue,,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5intr,,j5intrc,,,Intrigue,Intrigue,,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5jokgld,,j5jokgld,,,"Jokers Gold","Jokers Gold",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5jokgld,,j5jokglda,,,"Jokers Gold","Jokers Gold",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5jokgld,,j5jokgldb,,,"Jokers Gold","Jokers Gold",,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5jokgld,,j5jokgldc,,,"Jokers Gold","Jokers Gold",,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5jokgld,,j5jokgldd,,,"Jokers Gold","Jokers Gold",,"(JPM) (SYSTEM5, set 5)",,,,,,,,,,,,,,,,
j5jokgld,,j5jokglde,,,"Jokers Gold","Jokers Gold",,"(JPM) (SYSTEM5, set 6)",,,,,,,,,,,,,,,,
j5jokgld,,j5jokgldf,,,"Jokers Gold","Jokers Gold",,"(JPM) (SYSTEM5, set 7)",,,,,,,,,,,,,,,,
j5jokgld,,j5jokgldg,,,"Jokers Gold","Jokers Gold",,"(JPM) (SYSTEM5, set 8)",,,,,,,,,,,,,,,,
j5jokgld,,j5jokgldh,,,"Jokers Gold","Jokers Gold",,"(JPM) (SYSTEM5, set 9)",,,,,,,,,,,,,,,,
j5movie,,j5movie,,,"Movie Magic Club","Movie Magic Club",,"(Crystal) (SYSTEM5)",,,,,,,,,,,,,,,,
j5nite,,j5nite,,,"Nite Club","Nite Club",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5nite,,j5nitea,,,"Nite Club","Nite Club",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5nudfic,,j5nudfic,,,"Nudge Fiction","Nudge Fiction",,"(JPM) (SYSTEM5)",,,,,,,,,,,,,,,,
j5palm,,j5palm,,,"Palm Springs","Palm Springs",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5palm,,j5palma,,,"Palm Springs","Palm Springs",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5phnx,,j5phnx,,,Phoenix,Phoenix,,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5phnx,,j5phnxa,,,Phoenix,Phoenix,,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5popeye,,j5popeye,,,Popeye,Popeye,,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5popeye,,j5popeyea,,,Popeye,Popeye,,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5popeye,,j5popeyeb,,,Popeye,Popeye,,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
j5popeye,,j5popeyec,,,Popeye,Popeye,,"(JPM) (SYSTEM5, set 4)",,,,,,,,,,,,,,,,
j5popeye,,j5popeyed,,,Popeye,Popeye,,"(JPM) (SYSTEM5, set 5)",,,,,,,,,,,,,,,,
j5popeye,,j5popeyee,,,Popeye,Popeye,,"(JPM) (SYSTEM5, set 6)",,,,,,,,,,,,,,,,
j5popeye,,j5popeyef,,,Popeye,Popeye,,"(JPM) (SYSTEM5, set 7)",,,,,,,,,,,,,,,,
j5popeye,,j5popeyeg,,,Popeye,Popeye,,"(JPM) (SYSTEM5, set 8)",,,,,,,,,,,,,,,,
j5popeye,,j5popeyeh,,,Popeye,Popeye,,"(JPM) (SYSTEM5, set 9)",,,,,,,,,,,,,,,,
j5popeye,,j5popeyei,,,Popeye,Popeye,,"(JPM) (SYSTEM5, set 10)",,,,,,,,,,,,,,,,
j5popprz,,j5popprz,,,"Prize Popeye Vending","Prize Popeye Vending",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5popprz,,j5popprza,,,"Prize Popeye Vending","Prize Popeye Vending",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5popth,,j5popth,,,"Popeye's Treasure Hunt","Popeye's Treasure Hunt",,"(JPM) (SYSTEM5, set 1)",,,,,,,,,,,,,,,,
j5popth,,j5poptha,,,"Popeye's Treasure Hunt","Popeye's Treasure Hunt",,"(JPM) (SYSTEM5, set 2)",,,,,,,,,,,,,,,,
j5popth,,j5popthb,,,"Popeye's Treasure Hunt","Popeye's Treasure Hunt",,"(JPM) (SYSTEM5, set 3)",,,,,,,,,,,,,,,,
