"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
Soukoban,,94e79b4a8b4a5fb77c837ea0a1e28bc5993d36af,,,,,,"Language en,ja",1985,"Sega - Thinking Rabbit",jp,?,,,,,,,,,,,,
"Public Domain",,9561d2970afe8eae5d46e0ff8abd09f49bf5ba7d,,,S_Sniper,,,"Language ja; Copyright Public Domain",1998,Maechiko,,?,,,,,,,,,,,,
"Public Domain",,96c6fd49694e08beaf43c2fac7876c56491f9876,,,"Fudebrowser: BrMSX Manual",,,"Copyright Public Domain",2000,"Bittencourt, Ricardo",,?,,,,,,,,,,,,
"Congo Bongo",,96dd55a63bae0abc666fe317d50612116100d7b1,,,,,,,1983,Sega,,?,,,,,,,,,,,,
"Nihonshi Nenpyou",,972cf86f8f627c7b8e1ac9c5a837bd4673be6e54,,,,,,,1983,Sega,jp,b,"b 1",,,,,,,,,,,
@,,9a4e44ccd3cabd092aae59fcabda8f047609a675,,,"Sindbad Mystery",,,,1983,Aaronix,tw,@,"[AKA Tianfang Ye Tan]",,,,,,,,,,,
@,,9a9363004d77037a0bbc9a8bcae1bb05138ffc36,,,"Nihonshi Nenpyou",,,,1983,Sega,jp,@,,,,,,,,,,,,
@,,9b093878f92ce8b918beaa44dcc8a41282f9f267,,,"Sega Galaga",,,,1983,"Namco - Sega",jp,@,[40K],,,,,,,,,,,
@,,9e153c7822a36230e85e9ac0ddc53d6fee810089,,,"Congo Bongo",,,"v 0",1983,Sega,jp,@,,,,,,,,,,,,
@,,a04ce8c70eddfac0adbf9489c0abbaaae613037c,,,Flicky,,,"v 1",1984,Aaronix,tw,@,"[AKA E Mao Zhua Xiao Ji]",,,,,,,,,,,
"Championship Lode Runner",,a0dad095489da2bdf8ec03f1acc83f809db2371f,,,,,,,1985,Sega,,?,,,,,,,,,,,,
"Pitfall II: Lost Caverns",,a14453650b6b2ef85e03b9637f08f691878acff4,,,"Pitfall II: The Lost Caverns",,"Pitfall 2 - Lost Caverns",,1985,"Activision - Sega",,a,"a 1",,,,,,,,,,,
"Music Editor",,a2137e818242e8b361d5d5677797034c55fb1a2d,,,,,,,1983,Mitec,jp,?,,,,,,,,,,,,
@,,a2a06e7545ca1e0d522d0eb75a72b5b520f42330,,,"Star Jacker",,,"v rev1",1983,Sega,@,@,,,,,,,,1,,,,
@,,a316058604eb47b547986fec8ef18c6017694746,,,"Champion Ice Hockey",,,"Language en",198x,Sega,tw,@,,,,,,,,,,,,
"Sindbad Mystery",,a3b3f96685815d6ab0751e6442c7349d5b91d60c,,,,,,,1983,Sega,,b,"b 1",,,,,,,,,,,
@,,a3c2835e406c72fffd1a784ff9ce379358b8943d,,,"Cross Chase",,,,2018/05/19,"Caruso, Fabrizio",@,@,[32K],ull,,,,,,,,,,
"Sega SC-3000 BASIC",,a43aef367857a681decea52377c2e7a992c2ac68,,,"Sega SC-3000 BASIC Level 3",,,"v 1.0",1983,Mitec,,?,,,,,,,,,,,,
"Space Invaders",,a4e4b0c2967e39c4931fba8bc87428f296e461c5,,,,,,,1985,"Sega - Taito",,?,,,,,,,,,,,,
@,,a8c30043c145e63f79a3265dde167529f0e08d49,,,"Shuangxiang Pao",,,,1986,Jumbo,tw,@,"[AKA TwinBee]",,,,,,,,,,,
@,,a9d77c6dee31956bb382abd14245ff581369578d,,,Soukoban,,,,1985,@,kr,@,"[AKA Changgo Jigi]",,,,,,,,,,,
@,,aa3eae849553a5a176762466b101f312b8b968e4,,,N-Sub,,,"Language en",1983,Sega,jp,@,,,,,,,,,,,,
@,,ac38a279f24e132acf6ac9fd27b53d1b939d2e7e,,,"Home Mahjong",,,"v rev1",1984,Sega,jp,@,,,,,,,,,,,,
@,,ac94ddc1839dcd2ade443da0e8667e643b11f3e7,,,"Bomb Jack",,,"Language en",198x,"Sega - Tehkan",tw,@,,,,,,,,,,,,
@,,ad2a72dff1959e3e148c48962ab382897bc06627,,,"Champion Soccer",,,,1984,Aaronix,tw,@,"[AKA Zuqiu Wang]",,,,,,,,,,,
Q-bert,,ae23fce5dbbc1536275d57ca65d2aa9170d46ea4,,,,,,"(MV) [!]",,,,?,,,,,,,,,,,,
@,,aeaa15155e7d4275880c35c866c45626daa4dab9,,,Pachinko,,,"Language en",1983,Sega,jp,@,,,,,,,,,,,,
@,,af6c40febe02fe2b424ea99e666cf3f451eb5a1f,,,Choplifter,,,"Language en",198x,Sega,tw,@,,,,,,,,,,,,
"Public Domain",,b160f3a273bf9f675ba13f6a5a61c92c2b16bd36,,,"Fudebrowser: BrSMS Manual",,,"Copyright Public Domain",2000,"Bittencourt, Ricardo",,?,,,,,,,,,,,,
@,,b1f63fd90edfcce617c8babd0154d3f7ed1b18b5,,,"Cross Chase",,,,2021/05/13,"Caruso, Fabrizio",@,@,[32K],,,,,,,,,,,
@,,b2a3c886677ba3926cb56a1a781e7926852499c7,,,"Jing Wu Men",,,,1985,Aaronix,tw,@,"[english title]; [AKA Dragon Wang]",,,,,,,,,,,
@,,b674ea2ea50f45b20c60d9dec5bf2e88e2b1cba5,,,"Champion Baseball",,,,1985,Aaronix,tw,@,"[16K]; [AKA Shijie Bangqiu Sai]",,,,,,,,,,,
@,,b6b36a0280344214bdb8d9184244e21e9fb7371f,,,"Bomb Jack",,,"Language en",198x,"Boram - Sega - Tehkan",kr,@,,,,,,,,,,,,
@,,b7eb254a014772a83829e1991dcd32396e8dd9cc,,,Flipper,,,,1984,Aaronix,tw,@,"[AKA Sega Flipper]; [AKA Pili Dan]",,,,,,,,,,,
Borderline,,b967340fa91d960f86548f15e6d25a8e7e2c5043,,,,,,,1983,Sega,,?,,,,,,,,,,,,
@,,b9941c0467c8a151001d9fd48d6b5cc2083bafa1,,,"Cross Chase",,,,2021/05/13,"Caruso, Fabrizio",@,@,"[16K]; [light]",,,,,,,,,,,
@,,babdb6b109b20e81c28cd892c2042723e9cbff49,,,"Moyu Chuanqi",,,,1986,Jumbo,tw,@,"[AKA Knightmare]",,,,,,,,,,,
@,,bbffe62f8f851e3c4a62981437facb518054a8ab,,,"Space Armor",,,"v 1.0",1984,"Tsukuda Original",jp,@,[40K],,,,,,,,,,,
@,,bccc9066dd7f3a3d74bd91fddcdb055004e6efde,,,"Cross Chase",,,,2018/02/03,"Caruso, Fabrizio",@,@,[32K],ull,,,,,,,,,,
@,,bd5130d36fc0ad008abfc524bb0c37290e7d0189,,,Mahjong,,,,1983,Aaronix,tw,@,"[AKA Shuangren Maque]",,,,,,,,,,,
"Star Jacker",,be078bfa5340f2e1d307b85d3648192972529e46,,,,,,"v rev1",1983,Sega,,?,,,,,,,,,,,,
@,,bea768b27c09bec805f0c70545d2f1435e3a3ddf,,,"Monaco GP",,,,1983,Sega,@,@,,,,,,,,,,,,
"Golgo 13",,bf27536c6ae71b333da8b362479da0a838d0715e,,,,,,,1984,"Saito - Sega",,?,,,,,,,,,,,,
@,,bf4218aebc07aa7179cc52853a55436db985b81e,,,"Hyper Sports",,,,1985,Aaronix,tw,@,"[AKA Aoyun Dasai]",,,,,,,,,,,
@,,c08d002abefca7ecf7a900308112e9a1a6803f0f,,,"Cross Chase",,,,2018/05/19,"Caruso, Fabrizio",@,@,"[16K]; [light]",,,,,,,,,,,
"Doki Doki Penguin Land",,c1a39ba36afb89ba3c6734d931205826918f2acd,,,,,,"Language en,ja",1985,Sega,jp,b,"b 1",,,,,,,,,,,
@,,c2d3882874a5a9b79a5dc9fdeb7af750bc52ca21,,,"Serizawa Hachidan no Tsumeshogi",,,,1983,Sega,jp,@,,,,,,,,,,,,
@,,c3428ec915a172992a7c643da662eb1469cd37d4,,,"Tanoshii Sansuu: Shougaku 6-Nen Ge",,,,1984,Sega,jp,@,,,,,,,,,,,,
Orguss,,c50b133dac95718e3a92a7ed45b6c7e83927abb0,,,,,,,1984,Sega,,?,,,,,,,,,,,,
"Sega Disk Basic",,c7c55da3c2f0fa90895f8b2802bad2606ff16578,,,"Sega Disk Basic v1.0p with Yeno Demo",,,(SF-7000),,,,?,,,,,,,,,,,,
@,,c98a5bdb2f97e2e85d0a131d58e311544adb416e,,,"Fa Gui Qibing",,,,1985,Aaronix,tw,@,"[AKA Pitfall II]; [english logo]",,,,,,,,,,,
@,,c9e44b8af34d7081ec3e7b41e1869558e2be8a38,,,"Cross Chase",,,,2018/04/15,"Caruso, Fabrizio",@,@,[32K],ull,,,,,,,,,,
@,,ca0c66b4d48d6ade38e7f9093eea74ad090ecdb7,,,"Pachinko II",,,,1984,Aaronix,tw,@,"[AKA Bin Guo Youxi]",,,,,,,,,,,
@,,cba791acd9e0f46bfa6132645bf44027e100c68a,,,"Ping Pong",,,,1985,Aaronix,tw,@,"[AKA Pingpang Qiu]",,,,,,,,,,,
@,,ceaa4a0e86e7b4875ed161aca7eb85cd8e01085e,,,"Cross Chase",,,,2018/08/04,"Caruso, Fabrizio",@,@,[UDG],,,,,,,,,,,
"Public Domain",,cf546c0a5e75c70c12ce0fb272766dd07562c956,,,"Fudebrowser: Sobre as Vidas do Coelho da Pascoa que se Transformaram em Moinhos",,,"Language pt; Copyright Public Domain",2000,"Bittencourt, Ricardo",,?,,,,,,,,,,,,
"Public Domain",,cfe16bd68f409de8c21631dc8fa63322ae959f5c,,,"Fudebrowser: Chrissy Moran Picture",,,"Copyright Public Domain",2003,Newo,,?,,,,,,,,,,,,
@,,d0cd594ddb321f707ddba8a044fa3e9b906e720a,,,Othello,,,"Language en",1985,Sega,jp,@,,,,,,,,,,,,
@,,d1d56bcd996df94458f5901dc537a5e30021256b,,,"Bomberman Special",,,,1986,DahJee,tw,@,"[AKA Baopo Dui]",,,,,,,,,,,
@,,d261c253a83e020835ac128dbb497d378ebc8329,,,Mazy,,,,2022/02/09,Inufuto,jp,@,,,,,,,,,,,,
"Star Force",,d38875cb08de0ea892e5ef80f93987bbc445ef8f,,,,,,,1985,"Sega - Tenkan",,?,,,,,,,,,,,,
Guzzler,,d42b2c5f1da4e0fbd29fcea91bfc092ae46da4b8,,,,,,"(MV) [!]",,,,?,,,,,,,,,,,,
@,,d45a230b3cbf2d2dcfe7b94691fc7f1a5d747625,,,C_So!,,,"Language en",1985,"Pony - Sega",jp,@,,,,,,,,,,,,
@,,d59897788ead1515667c9005f85736e121765acb,,,"Fudebrowser: Winnie Cooper Picture",,,"Copyright Public Domain",2000,"Bittencourt, Ricardo",@,@,,,,,,,,,,,,
"Rock n' Bolt",,d5e8e7ca7623521d4291ae5ab2740816fc674389,,,,,,,1985,"Activision - Sega",,?,,,,,,,,,,,,
@,,d713dcbd79a3db8f1ef2cfb27da31a286fff16d1,,,"Sega Flipper",,,"Language en",1983,Sega,jp,@,,,,,,,,,,,,
@,,da92459e64ed6cc0ce93b03a60fad049e13a505f,,,Choplifter,,,"v 613; Language en; (beta)",1985,Sega,jp,@,,,,,,,,,,,,
@,,dac76d52c9d88f7b6bf71fc897669d7e6440d143,,,"Ninja Princess",,,"Language en,ja",198x,Sega,tw,@,,,,,,,,,,,,
@,,daf36c050b0e507d2f2470050299a648716c9158,,,Choplifter,,,"Language en",198x,Sega,tw,a,"a 2",,,,,,,,,,,
@,,db98d7461e88cef8160089c44fcd432388e3c9df,,,"Yon-nin Mahjong",,,"v 1",1985,Aaronix,tw,@,"[AKA Home Mahjong]; [AKA Si Ren Maque]",,,,,,,,,,,
@,,deabfe970bb450e51909c181430e7de2bd1b1a9e,,,Gulkave,,,"Language en",1989,"Samsung - Sega",kr,@,,,,,,,,,,,,
"Sega Flipper",,e0605e23d80b8b975743d3417f548b28810e0ba3,,,,,,,1983,Sega,,?,,,,,,,,,,,,
Choplifter,,e0828517fdc9a5537fda39dbc49942494eb3196d,,,,,,,1985,Sega,,?,,,,,,,,,,,,
Zaxxon,,e32f536c3576d41ab485e07809c4404e6b462443,,,,,,,1985,Sega,,?,,,,,,,,,,,,
@,,e3aa37f4c9f213a673e369f62561f3f80513e4f3,,,"Safari Hunting",,,,1983,Aaronix,tw,@,"[AKA Conglin Lixian]",,,,,,,,,,,
@,,e3be08bda8459fc60836abe332e9864e7c596202,,,"Rock n' Bolt",,,,1985,Aaronix,tw,@,"[english logo]",,,,,,,,,,,
@,,e47e56be455d46c6cc5334895e54069a85da6c3b,,,"Shinnyushain Tooru Kun",,,,19xx,@,tw,@,"[AKA Xin Guo Si Fu]",,,,,,,,,,,
@,,e55396be42c6cfbf47ff43d3e8faee1dc8fad807,,,"Champion Boxing",,,,1984,Aaronix,tw,@,"[cart]; [AKA Quan Wang Zheng Ba Zhan]",,,,,,,,,,,
"Hang-On II",,e636e889d4e81c024ee7dae8943c2b8d9d4a5414,,,,,,,1985,Sega,,?,,,,,,,,,,,,
"Public Domain",,e77f199938a5a63a1a167a449a2891e694715f79,,,"Fudebrowser: Goatse Picture",,,"Copyright Public Domain",2003,Newo,,?,,,,,,,,,,,,
@,,e7800d107ef0a7773eea2d482b5db9d866ba74f9,,,"Hustle Chumy",,,,1984,Aaronix,tw,@,"[AKA Wanpi Shu]",,,,,,,,,,,
@,,ea30ea176b1d298c3d4811d9d9f6c71dd5e8070c,,,"Cross Chase",,,,2018/02/03,"Caruso, Fabrizio",@,@,"[16K]; [light]",,,,,,,,,,,
@,,eaab51616a87fd29f0383a8b3ea365971bceb56b,,,"Chuugaku Hisshuu Eibunpou: Chuugaku 1-Nen",,,,1983,Sega,jp,@,,,,,,,,,,,,
@,,ebc8544bf8a36840a639bb7a2698f984429f4762,,,"Chuugaku Hisshuu Eisakubun: Chuugaku 1-Nen",,,,1983,Sega,jp,a,"a 1",,,,,,,,,,,
@,,ec00ba03f8d0ce18f7d9df7237ac422eead5c125,,,"Cross Chase",,,,2018/08/04,"Caruso, Fabrizio",@,@,"[16K]; [light]",,,,,,,,,,,
@,,ecbba909f2227786e7ba3360d2dd158f6513cfd4,,,"Safari Race",,,,1984,Sega,jp,@,,,,,,,,,,,,
@,,ef746a242ffd4d624ea378b6d9f20a6bc206f859,,,Choplifter,,,,1985,Sega,kr,@,,,,,,,,,,,,
@,,efe8a2852344f094806039019314ebe9c49e53f9,,,"Chuugaku Hisshuu Eibunpou: Chuugaku 2-Nen",,,,1983,Sega,jp,@,,,,,,,,,,,,
@,,f0b594fa0d371b31bc517afec8e28d4917193f0e,,,"007 James Bond",,,,1984,Aaronix,tw,@,,,,,,,,,,,,
"Ninja Princess",,f142bb823cebc4e31488e7a9a94644af24186d99,,,,,,"Language en,ja",1986,Sega,jp,?,,,,,,,,,,,,
"Lode Runner",,f14f216edfda7dfd113f5cb32375a27be8a6409d,,,,,,,1984,Sega,,?,,,,,,,,,,,,
@,,f1e1e7e9687cf4f9f498779a44134c2d70bb8d4b,,,"Sega Home BASIC",,,"v 1.0j",1985,Sega,jp,@,,,,,,,,,,,,
@,,f3ddf97ddf0e40289e38d9105300f15ec7eab78c,,,"Star Force",,,"Language en",19xx,"Chia-Ling Corp - Sega - Tenkan",tw,@,,,,,,,,,,,,
"Doki Doki Penguin Land",,f49c43b1f9a0b19ef5f30d9bf2b222af7aeb9fbf,,,,,,"Language en,ja",1985,Sega,jp,?,,,,,,,,,,,,
"Champion Billards",,f517e6a6123643a5e7e5fff6b413139afa412d8e,,,,,,,1986,Sega,,?,,,,,,,,,,,,
@,,f58f14581919c431ac85da72fd1a39bbe1da5e66,,,"Champion Golf",,,,1983,"Logitec - Sega",@,@,[Card],,,,,,,,,,,
@,,f6926d0c3c654a038cd5eec9aaa6876bce86fdaa,,,"Zippy Race",,,,1983,Aaronix,tw,@,"[AKA Motuo Che You Meiguo]",,,,,,,,,,,
"Elevator Action",,f72b3e44309e7c2e447c46928ce795453102f717,,,,,,"Language en",1985,"Sega - Taito",jp,?,,,,,,,,,,,,
@,,fb226a489e5a47eb0182a067fa1031ec944ab455,,,"Lode Runner",,,,1984,Aaronix,tw,@,"[AKA Xun Bao Ji]",,,,,,,,,,,
@,,fd24b501046cf811b04386129be0362a1eabf6b3,,,"Magical Kid Wiz",,,,198x,Aaronix,tw,@,"[AKA Mofa Shi]",,,,,,,,,,,
@,,fe86e669f3e4b808236d7b80aeb5a83172edb9ac,,,Yamato,,,,1983,Sega,"eu,jp",@,[40K],,,,,,,,,,,
"Champion Ice Hockey",,ff6440fc7e5c5faa0b9868d5cb5110d1d8635284,,,,,,"Language en",1985,Sega,jp,?,,,,,,,,,,,,
@,,ff6e3bdb830e6f74f9997b4d36604fd07d7e6019,,,"Star Force",,,,1985,Aaronix,tw,@,"[AKA Star Wars - Xingji Dazhan]",,,,,,,,,,,
