Group,SHA1,ID,Folder,FileName,Title,[Removed],"Sort Title",Version,Year,Publisher,Zone,DumpStatus,"Dump Info",Fixed,Trainer,Translation,Pirate,Cracked,Modified,Hack,"Extra Parameters",,,
"Victory Run",,ca866af7fc7f95fa1f4db681705c1cec219e0c43,,,,,,,,,us,?,,,,,,,,,,,,
"Victory Run",,32bcae41cf74a193490c810d3685977f76274f35,,,,,,,,,us,?,,,,,,,,1,,,,
Timeball,,7b5ea87a38091dd40218d23b7610036caf71db4e,,,,,,,,,us,?,,,,,,,,,,,,
Timeball,,2dc96929a2b8e894dc3eabea26d4d22087476ac1,,,,,,v1.0,,FagEmul,us,?,,,,fr,,,,,,,,
Titan,,f77a560056e219fd966b88b95fc1d674438a7157,,,,,,,,,jp,?,,,,,,,,,,,,
Timeball,,0aab95e3710e415776d1b2d5964e6941f38832ad,,,,,,,,,us,?,,,,,,,,1,,,,
"Veigues Tactical Gladiator",,88a858feeba77031e7d2fb85e563aafcbd9b0b39,,,,,,,,,us,?,,,,,,,,,,,,
"Time Cruise",,e57bbc91c4a6a8fca3e1ddbea7e54f559a53af9a,,,,,,,,,us,b,,,,,,,,,,,,
"Veigues Tactical Gladiator",,98719ceeb7ce0245faec441b360e1cf4e3f8b0f7,,,,,,,,,jp,?,,,,,,,,,,,,
"Super Star Soldier",,05499a831342d5ca197da03326eddcb60389d0ce,,,,,,,,,jp,,,,,,,,,,,,,
"Super Star Soldier",,361f17f65ff108228e47595290eeb9561904f246,,,,,,,,,us,b,,,,,,,,,,,,
"Super Star Soldier",,66cfab0c21cfc68f8a39887334d1c8bd701969c6,,,,,,"U Sounds",,,,?,,,,,,,,,,,,
"Super Momotarou Dentetsu II",,a44a1b6656d407a9a8240133f97751097585de34,,,,,,,,,jp,b,,,,,,,,,,,,
"Super Momotarou Dentetsu",,dad85282aeaddb21ec7e4149721c5c9aa55fe68d,,,,,,,,,jp,?,,,,,,,,,,,,
"Super Momotarou Dentetsu II",,51ecba6dcc113526f5aa71d09843928410d735ba,,,,,,,,,jp,?,,,,,,,,,,,,
"Super Momotarou Dentetsu II",,34d49ee7598b7c006d5100663e0b1b8ddc6bb6c0,,,,,,,,,jp,o,,,,,,,,,,,,
"Super Star Soldier",,e0c487782e155b1cf50f5fb4c8d6a24be0301a6e,,,,,,,,,us,?,,,,,,,,,,,,
"Super Volley Ball",,de71722255d0136b47f63e93bedb2ed8b3d0d4f0,,,,,,,,,us,?,,,,,,,,,,,,
"Super Volley Ball",,4b131027d05112433c21aa1392c62aebf7004805,,,,,,,,,us,?,,,,,,,,1,,,,
"Super Star Soldier",,970c6d97a04572da67e8798019cf4a4fabd8e306,,,,,,,,,jp,?,,,,,,,,,,,,
"Super Star Soldier",,3433f981c96a40c452975b75c08c00791e108808,,,,,,,,,us,b,,,,,,,,1,,,,
"Super Star Soldier",,99583254a1e05a1ac1e8eafcd9af85b08630cfba,,,,,,"J Sounds",,,jp,?,,,,,,,,,,,,
"Super Star Soldier",,a6b5ff4af6f3783ec3054e7f004eb88b6ea6487d,,,,,,,,,us,?,,,,,,,,1,,,,
"Strip Fighter II",,11088482aa770ac561a78b4b17094d0821a76730,,,,,,,,,jp,b,,,,,,,,,,,,
"Strip Fighter II",,f41ad1cdb913d4a7bb1e6a3c76d4238c822c6b34,,,,,,,,,jp,b,,,,,,,,,,,,
"Strip Fighter II",,8dd63c3c499261af9ea43fcdd23066b0140e3ea1,,,,,,,,,jp,?,,,,,,,,,,,,
"Street Fighter II': Champion Edition",,cabeb0d97dee7e20f519ce1657e81bf7148ee9fa,,,,,,,,,jp,b,,,,,,,,,,,,
"Street Fighter II': Champion Edition",,01d0c3bc03e812709828b87505a2aaae2c627cfd,,,,,,,,,jp,,,,,,,,,,,,,
"Street Fighter II': Champion Edition",,0eed9a271d276d49bb3790c4792a6dd9bf2e4874,,,,,,,,,jp,b,,,,,,,,,,,,
"Street Fighter II': Champion Edition",,307b232d771f319900d845bd66fbf82e59f5695a,,,,,,AvengAngels,,,jp,?,,,,,,,,1,,,,
"Super Metal Crusher",,6050eb365dcc42b90e8ddacf44685d72744ab4f0,,,,,,,,,jp,?,,,,,,,,,,,,
"TV Sports Basketball",,928369be225b3c5d29aa5b1df02f333a4b42e1d3,,,,,,,,,us,b,,,,,,,,,,,,
"Super Momotarou Dentetsu",,18b0f86bf66250f35df77e326143fb62d6d1da9a,,,,,,,,,jp,o,,,,,,,,,,,,
"Super Metal Crusher",,de6065066a489674a64f59c20c73f9dbdcd9cef1,,,,,,,,,jp,b,,,,,,,,,,,,
"Strip Fighter II",,42227c793fa4905867cedcc8bfeb7c15d2d63da5,,,,,,,,,jp,b,,,,,,,,,,,,
"Strip Fighter II",,4211eb9a6a2562c21520dd02890a256749b49995,,,,,,,,,jp,b,,,,,,,,,,,,
"Super Mario Bros",,5c2d1c1615772dcb931ee18a9d0c65555e76a919,,,,,,,,,jp,?,,,,,1,,,,,,,
TaleSpin,,e0a684ca23270bffcbee454a7de10a7f32217bc2,,,,,,,,,us,?,,,,,,,,,,,,
TaleSpin,,48e9c0eeb85697ed88cac39f92f54ce4262de4bd,,,,,,,,,us,b,,,,,,,,,,,,
TaleSpin,,8a8cd85f657db9ed0d44ee09a6d7cb3b92a98a1f,,,,,,,,,us,?,,,,,,,,1,,,,
TaleSpin,,2066149f5e23d97f2570320faeb5433084841bd6,,,,,,,,,us,b,,,,,,,,1,,,,
"Takin' It to the Hoop",,640c5d8511b2a8ff82f4ce62ab741139a6f1f187,,,,,,,,,us,?,,,,,,,,1,,,,
"Takin' It to the Hoop",,1aff583778422cc21e8f46ad64c3c7e83670fe3a,,,,,,,,,us,?,,,,,,,,,,,,
"Takin' It to the Hoop",,5562ad763ddcd963eb8612defc1054b51fd32bce,,,,,,,,,us,b,,,,,,,,,,,,
Tatsujin,,9d2f1cf5cd7dfad4fe01dcc7b2ead810d75bd3f1,,,,,,Prototype,,,jp,?,,,,,,,,,,,,
Tatsujin,,ec3c6b2c6e57f6935ca5a0d6d5a35abaa206dbd4,,,,,,,,,jp,b,,,,,,,,,,,,
Tatsujin,,550c62dc45e14e6150a91165272de547bb10191b,,,,,,,,,jp,b,,,,,,,,,,,,
"Tatsu no Ko Fighter",,0621d81b2645b0c4fa8705dc57ed0017c30e0f94,,,,,,,,,jp,?,,,,,,,,,,,,
TaleSpin,,fc0a9682fd404f598a076a00d0726125714cb768,,,,,,,,,us,b,,,,,,,,,,,,
"Tatsu no Ko Fighter",,ec2245410885011a53d90d48981e19983b72ba55,,,,,,,,,jp,b,,,,,,,,,,,,
"Tsuru Teruhito no Jissen Kabushiki Bai Bai Game",,b07b7365f07607b5d528cd82bdcfeab40fb1afc4,,,,,,,,,jp,?,,,,,,,,,,,,
"Susanoou Densetsu",,4cc777f161008bb7a7f7a0d2890a2ace4d200558,,,,,,,,,jp,?,,,,,,,,,,,,
"Taito Chase H.Q.",,d29a7440573324b5560185e6e012cb54a77e88f2,,,,,,,,,us,?,,,,,,,,,,,,
"Taito Chase H.Q.",,a2341528234c604062f5c17f2e256ab99f587e54,,,,,,,,,us,o,,,,,,,,,,,,
Turrican,,b86d19e34052b1077d27ace1cfd03608d40a8aed,,,,,,,,,us,b,,,,,,,,,,,,
"Super Volley Ball",,aa307793934ca13ea5eb086cbbe6cbce64d28347,,,,,,,,,jp,b,,,,,,,,,,,,
"Super Volley Ball",,154925d67dd185da57c665147147f533770bf3f6,,,,,,,,,jp,?,,,,,,,,,,,,
Turrican,,e2f6271e94e3bf5d7cf4b335f20938b85432d201,,,,,,,,,us,?,,,,,,,,,,,,
Turrican,,03df5d7fd53cd79d1be961ccbfc417b993c1c831,,,,,,,,,us,?,,,,,,,,1,,,,
"Takeda Shingen",,1d662df0936971e21b702633a8c75844753911c9,,,,,,,,,jp,,,,,,,,,,,,,
Vigilante,,b339dc78d1f886096cc9b1cc6e3502db866ae845,,,,,,,,,us,o,,,,,,,,1,,,,
"Takeda Shingen",,902202b2990b1737db3ab4d7db801715d54eb814,,,,,,,,,jp,?,,,,,,,,,,,,
"Taito Chase H.Q.",,d5ff5b5c43d42bd381143b088bf1e8d1e7c8c2e0,,,,,,,,,jp,o,,,,,,,,,,,,
"Taito Chase H.Q.",,4a37b4ff6cdaab51ba0c380329bf67d9f2b46c51,,,,,,,,,us,?,,,,,,,,1,,,,
"Taito Chase H.Q.",,3b79fcf60388bdfc013f91a1527bd66847af911c,,,,,,,,,jp,?,,,,,,,,,,,,
"TV Sports Football",,f816f8b5cb5483e81cbcf0d13bf466f47fa20c5f,,,,,,,,,us,?,,,,,,,,,,,,
"New Adventure Island",,dffba77b6dfa28ef4dbbafaa3b32955498477d40,,,,,,,,,us,?,,,,,,,,1,,,,
"TV Sports Football",,298b5718b76462fddca5b6f8ddad5f37ac148351,,,,,,,,,jp,?,,,,,,,,,,,,
"Neutopia II",,847146cb4121bceb926ca1581d6e09ae1122a91d,,,,,,,,,us,o,,,,,,,,,,,,
"Neutopia II",,0caee2e8623d553cd3cc5209336ba5b179a34c76,,,,,,,,,jp,o,,,,,,,,,,,,
"Neutopia II",,fe0f2c0259b86ef216bad4c8adc9a047fcea4d45,,,,,,,,,us,?,,,,,,,,,,,,
"Neutopia II",,9aa118ac37048fcfaae8bd14c1c7fbc3ca6e15d8,,,,,,,,,jp,?,,,,,,,,,,,,
"New Adventure Island",,c42b86d7d41c32c077cbad848e4cc67a1ca64f14,,,,,,,,,us,?,,,,,,,,,,,,
"New Zealand Story",,d271afae76557da9a93c81f368e636e27c1977cd,,,,,,,,,jp,o,,,,,,,,,,,,
"New Zealand Story",,1ef822f74873e40956b8fa728958408a861bcd1f,,,,,,,,,jp,?,,,,,,,,,,,,
"TV Sports Basketball",,c463877a5c1ca11e27aff9466a53084e78bea4b3,,,,,,,,,jp,?,,,,,,,,,,,,
"TV Sports Basketball",,e8aa7d2d9bf31cb2bce8a1448bb89375b6445773,,,,,,,,,us,?,,,,,,,,,,,,
"TV Sports Basketball",,c80cbb147fcf527d9b222ba1bc7c2b4636ae395a,,,,,,,,,jp,o,,,,,,,,,,,,
"TV Sports Basketball",,ab42a715f23cc8911a25614840337f47ad4a5593,,,,,,,,,us,?,,,,,,,,1,,,,
"Nekketsu Koukou Dodgeball Bu PC Soccer Hen",,08756e7630a9899a094b167d8ad1589efeaeb27d,,,,,,,,,jp,?,,,,,,,,,,,,
Neutopia,,efd48c7c4a96073511e95a707a4046c5d2d78546,,,,,,,,,jp,b,,,,,,,,,,,,
Neutopia,,136a2e0c7a21dbbaeea407bc9043cefd3f42d18e,,,,,,,,,us,,,,,,,,,,,,,
"Nekketsu Koukou Dodgeball Bu PC Bangai Hen",,b6552a5746c72db90f29dea972cd1b737b6073d4,,,,,,,,,jp,?,,,,,,,,,,,,
Necromancer,,7d7de1b271467337624e71940436431dbfed2a19,,,,,,,,,jp,b,,,,,,,,,,,,
Necromancer,,82e0cd20eedb14c0d5adf95bdcf23b93cffd29ee,,,,,,,,,jp,?,,,,,,,,,,,,
"Necros no Yousai",,151336738bc339bb46c8bc9c59f1066f7ed28f8b,,,,,,,,,jp,?,,,,,,,,,,,,
Neutopia,,866bfce63ec9c71a45180620e28c947aa1100135,,,,,,,,,us,?,,,,,,,,2,,,,
Neutopia,,ebe7f9488cc587fd8fc6ddaac9cc0475b4f16f30,,,,,,,,,jp,?,,,,,,,,,,,,
"Neutopia II",,45bcd50b084ab4a2b4878c02644a41650bd0e22e,,,,,,,,,us,b,,,,,,,,,,,,
Neutopia,,bf701d3b993f9b7d50c61f57fee89ef31d39e77d,,,,,,,,,us,?,,,,,,,,,,,,
Neutopia,,b28de91772b611ca4111bf2536adc92e87a2faed,,,,,,,,,us,o,,,,,,,,1,,,,
Neutopia,,aff45eeac4ad743c8b5f09aabb5b1a95741e21f0,,,,,,,,,jp,o,,,,,,,,,,,,
Neutopia,,cc692372dc9f7cf3f08243eea6b5224669aed6c9,,,,,,v095%,,Raph99_Nebola_Airbud,us,?,,,,fr,,,,,,,,
"Operation Wolf",,ddc7139066740aa4a44b89cfc2b969eeb9cd7121,,,,,,,,,jp,b,,,,,,,,,,,,
"Operation Wolf",,952e0e7140d109bef164d569734ba7e3bc860d18,,,,,,,,,jp,b,,,,,,,,,,,,
"Operation Wolf",,f7deae31aafd9e5cf31883140e724f99b5012f2f,,,,,,,,,jp,b,,,,,,,,,,,,
"Operation Wolf",,8411414de51b52888f363be15daaee9e3f5379ef,,,,,,,,,jp,b,,,,,,,,,,,,
"Ninja Warriors",,d4db24d045f1810f1ae1a82de097a6905f53f60b,,,,,,,,,jp,o,,,,,,,,,,,,
Obocchamakun,,9b47b3678c63e0b04e34f1a6459637e1a27dba60,,,,,,,,,jp,,,,,,,,,,,,,
Obocchamakun,,c4a7d23f95ac84e18c3199b31c02167b11ba2cca,,,,,,,,,jp,?,,,,,,,,,,,,
"Order of the Griffon",,3b6d0d3c6b67fcefa413a625e489ae9a428add43,,,,,,,,,us,?,,,,,,,,1,,,,
Ordyne,,4b3cd76677f475eec24b40947f08916f33a38341,,,,,,,,,us,?,,,,,,,,1,,,,
Ordyne,,06880cfeaf9a495cefa49e8c4fc2e94887d1543b,,,,,,,,,us,?,,,,,,,,,,,,
"Order of the Griffon",,c0ec09f15cfb11521ab65aa48335e1659bd0e32a,,,,,,,,,us,?,,,,,,,,,,,,
"Operation Wolf",,321ccd568fcb4eab58fdc63693b6f545f96ccb27,,,,,,,,,jp,?,,,,,,,,,,,,
"Order of the Griffon",,4f4e4ae78570d7c2b0c5f554e4e654e0bad11d94,,,,,,,,,us,b,,,,,,,,1,,,,
"Order of the Griffon",,056e98fc6c299e9039a250e10afd690672d4909b,,,,,,,,,us,b,,,,,,,,,,,,
"Night Creatures",,fd1d522262c9a989ebfd26602023e290e20ac01e,,,,,,,,,us,?,,,,,,,,,,,,
"Ninja Ryukenden",,3590849bb867d5a3c33f7be0597e94fb5da91c82,,,,,,,,,jp,b,,,,,,,,,,,,
"Ninja Ryukenden",,8b35510db5c11b9cfb2e53e07c26c7be17e7b421,,,,,,,,,jp,b,,,,,,,,,,,,
"Night Creatures",,d9f4362bb035abfd56c58f51199f23f624c18b9c,,,,,,,,,us,b,,,,,,,,,,,,
"NHK Okaasan to Issho Niko Niko Pun",,75226e0baa8df8179e40c3e5c398a42650506a12,,,,,,,,,jp,?,,,,,,,,,,,,
"NHK Taiga Drama Taiheiki",,b7f407dc377a32f8b0d22dd3444405bc2e674741,,,,,,,,,jp,?,,,,,,,,,,,,
"Night Creatures",,96a18b2759fcc0c21307bb425a7494507fb4fb9f,,,,,,,,,us,?,,,,,,,,1,,,,
"Ninja Spirit",,96e6e60e6f185b4f53a7f9cf71c66d0479799b17,,,,,,,,,us,?,,,,,,,,,,,,
"W Ring: Double Rings",,186ce02b1841d1afc6daf9e138a75d63126ea58f,,,,,,,,,jp,,,,,,,,,,,,,
"Ninja Warriors",,67621cc1dc3187148a7a1bb5e1375c2864a84705,,,,,,,,,jp,?,,,,,,,,,,,,
"Ninja Spirit",,b3a63b8859bffbe4dc70ac6bc036e946685d2cd7,,,,,,,,,us,?,,,,,,,,1,,,,
"Ninja Ryukenden",,fab83bed0656c312f9b7ac9566e4c158be226af2,,,,,,,,,jp,,,,,,,,,,,,,
"Ninja Ryukenden",,92712d03952dedea59888551c726d56f86c0c789,,,,,,,,,jp,?,,,,,,,,,,,,
"Ninja Spirit",,ac78e1afd3b4bcad3e79d227b71b296f8dc95bc5,,,,,,,,,us,b,,,,,,,,,,,,
"Military Madness",,8c4da97ab3a3ac8feb096fcf0eba26c12c5a7ce1,,,,,,,,,us,,,,,,,,,,,,,
"Military Madness",,092027a3363f6673b38ed4aa6a840931fcf32a0b,,,,,,,,,us,?,,,,,,,,,,,,
"Mizubaku Daibouken",,9d7d6db0e9e267c66494a2762fda060cc57e4db7,,,,,,,,,jp,b,,,,,,,,,,,,
"Metal Stoker",,b27e20ff7c5bfb2ba2dc1b5e4400d9f80d8e2561,,,,,,,,,jp,?,,,,,,,,,,,,
"Marchen Maze",,f10d06392359a8d27c067ca8f0039ef6c2b67d5a,,,,,,,,,jp,b,,,,,,,,,,,,
"Marchen Maze",,0565798d020c8720a70284ac9f1dd066bb6c46be,,,,,,,,,jp,?,,,,,,,,,,,,
"Metal Stoker",,0d1403bc5e0da4dcbd57e24b1fa1bb9e136d01a0,,,,,,,,,jp,,,,,,,,,,,,,
"Momotarou Densetsu II",,743a57c49c1404b657d267b35811c959c562b62a,,,,,,,,,jp,o,,,,,,,,,,,,
"Momotarou Densetsu Turbo",,4b64726b6dd2b55fb2dfe2f276b85c3ffbbd4097,,,,,,,,,jp,o,,,,,,,,,,,,
"Momotarou Densetsu Turbo",,f6670a14cc898277fb90b886454017df469e3cfa,,,,,,,,,jp,?,,,,,,,,,,,,
"Momotarou Densetsu II",,7564ddc23b64adb77e55ebccdd65aa465440ce9a,,,,,,,,,jp,?,,,,,,,,,,,,
"Mizubaku Daibouken",,5e8699d0f392a5eee0ed1620f426be055d3c4cb0,,,,,,,,,jp,b,,,,,,,,,,,,
"Mizubaku Daibouken",,b113fe1ff3e1d1644b3e5597b7314505f43e5dde,,,,,,,,,jp,?,,,,,,,,,,,,
"Momotarou Densetsu Gaiden: Dai 1 Shuu",,225cc505ed775b37d2e076aedf2bb74d5d7fd618,,,,,,,,,jp,?,,,,,,,,,,,,
"Mahjong Haouden: Kaiser's Quest",,7ba61b3dc2a3755a250530b0c53ed90877f89eb8,,,,,,,,,jp,?,,,,,,,,,,,,
"Mahjong Haouden: Kaiser's Quest",,7fd653acd051a6b9a473709e1aba7497c9e0e16a,,,,,,,,,jp,,,,,,,,,,,,,
"Mahjong Shikaka Retsuden Mahjong Wars",,7d99c0132c36d44a9a41ce4dc15afb046379407a,,,,,,,,,jp,?,,,,,,,,,,,,
"Mahjong Gokuu Special",,2846791921d20dad7d73f2858d8d1dec61df96c2,,,,,,,,,jp,?,,,,,,,,,,,,
"Magical Chase",,7461b5aeae649e731ede9624ea80d03644a7642c,,,,,,,,,jp,b,,,,,,,,,,,,
"Mahjong Gakuen: Toumasou Shirou Toujou",,ce7f528302d77fd2c1cfa1a22cdfd4e399b57c87,,,,,,,,,jp,?,,,,,,,,,,,,
"Mahjong Gokuu Special",,dc97a8f36d0e49d237f6ec040e6e4dc3036d5a0e,,,,,,,,,jp,o,,,,,,,,,,,,
"Makai Prince Dorabocchan",,a6cce63a91124819f8dde019fe6c6415760dd609,,,,,,,,,jp,,,,,,,,,,,,,
"Makai Prince Dorabocchan",,8ccc064250661e8040e00c2c6b9d76af080d7c1d,,,,,,,,,jp,o,,,,,,,,,,,,
"Maniac Pro Wrestling: Asu he no Tatakai",,c5b7d8d98337f9fc2065db62f669fa536768f2f4,,,,,,,,,jp,?,,,,,,,,,,,,
"Makai Prince Dorabocchan",,95b8657c284cf4950292471e599a85efe269c376,,,,,,,,,jp,?,,,,,,,,,,,,
"Mahjong Shikaka Retsuden Mahjong Wars",,8a25cc3a94b334af9ff08bff0e1d81609679433f,,,,,,,,,jp,b,,,,,,,,,,,,
"Maison Ikkoku",,88a0ece38b5144fbeb9c406607e09590cef550db,,,,,,,,,jp,?,,,,,,,,,,,,
"Makai Hakkenden Shada",,3ca3057045a9f116aea655f6965e882991e021f7,,,,,,,,,jp,?,,,,,,,,,,,,
"Mr. Heli no Daibouken",,e1efd0ecacc867245c7587b17af7ceb7ec9ce6fb,,,,,,,,,jp,,,,,,,,,,,,,
"Mr. Heli no Daibouken",,64f43a7d4cd5d4779dc343951fd252cb46233f04,,,,,,,,,jp,?,,,,,,,,,,,,
"Naxat Open",,c1c08f19a82e268bd973b6567123a22b05439ed0,,,,,,,,,jp,o,,,,,,,,,,,,
"Mr. Heli no Daibouken",,e7f6ee8d32146805e607a64afc8999f4c178b032,,,,,,,,,jp,,,,,,,,,,,,,
"Moto Roader II",,1a9ac0d38eabe3773ebd413ccbfe26022d0ef1c9,,,,,,,,,jp,,,,,,,,,,,,,
"Moto Roader II",,db4fd775fd44e5899cefaa7fb61845f14968039d,,,,,,,,,jp,,,,,,,,,,,,,
"Mr. Heli no Daibouken",,87371e3c2581c1b488bdc30b07274be687415964,,,,,,,,,jp,,,,,,,,,,,,,
"Naxat Stadium",,50fa09b8c65aa7805e200377bfaafdfe85a99af6,,,,,,"Tai Sang Version",,,jp,?,,,,,,,,,,,,
"Nazo no Masquerade",,1958290962a9f79604a05e5cc20793f290a5a084,,,,,,,,,jp,?,,,,,,,,,,,,
"Nazo no Masquerade",,3e9b1c219bc5e75634c69d2b7c4e8efca75ff8c1,,,,,,,,,jp,o,,,,,,,,,,,,
"Naxat Stadium",,203338d5535457df7504b0fc0cc61e2940ef2127,,,,,,,,,jp,?,,,,,,,,,,,,
"Naxat Open",,f12d5a629bb46e9ed43bca71b94ecac0452396c0,,,,,,,,,jp,?,,,,,,,,,,,,
"Naxat Open",,32fbc09af59438ce586c3bc771ebf0c1139daaf4,,,,,,,,,jp,b,,,,,,,,,,,,
"Naxat Open",,147406783c656cc9ca49f0e0dc03f3833cd16007,,,,,,,,,jp,b,,,,,,,,,,,,
"Monster Pro Wrestling",,d0c5525ba61f99afc05caa296eb52895484fd958,,,,,,,,,jp,?,,,,,,,,,,,,
"Morita Shougi PC",,1e081c79a0569e37f10d68558cd6453401484cab,,,,,,,,,jp,b,,,,,,,,,,,,
"Morita Shougi PC",,77490668bd4beea8e46e1f2676095d8d6ef1c3cd,,,,,,,,,jp,?,,,,,,,,,,,,
"Monster Pro Wrestling",,296c138230d2acd29d11161a5811b4f9738e8522,,,,,,,,,jp,,,,,,,,,,,,,
"Momotarou Katsugeki",,1653f623ea3b663600c50ef5e5904168516bcc4b,,,,,,,,,jp,?,,,,,,,,,,,,
"Monster Pro Wrestling",,205a6bbea0363acf416bccb64dfa57db24e4d7dc,,,,,,,,,jp,b,,,,,,,,,,,,
"Monster Pro Wrestling",,6256655e8da47998b31f2716e058313b7290404c,,,,,,,,,jp,b,,,,,,,,,,,,
"Moto Roader",,bd92a8e6a1e860305a0943878a3b4a56ddde5478,,,,,,,,,us,?,,,,,,,,,,,,
"Moto Roader II",,6dcb3296d00805ccaa88d736864f27030f59def7,,,,,,,,,jp,?,,,,,,,,,,,,
"Moto Roader II",,4609a76cc0efdc7712e557df85aa1b011660b724,,,,,,,,,jp,o,,,,,,,,,,,,
"Moto Roader",,c41e9e18a56fc3dd073700896d5a364e8a9294dc,,,,,,,,,jp,?,,,,,,,,,,,,
"Morita Shougi PC",,826dfc73330aa52f35bd6077303809ed2d414506,,,,,,,,,jp,b,,,,,,,,,,,,
"Moto Roader",,f30c20e4a3316ea24297fea7c11826f43f1ad165,,,,,,,,,jp,,,,,,,,,,,,,
"Moto Roader",,dc6c73d67d0aae24df79d5944fa37f55268c5996,,,,,,,,,us,?,,,,,,,,1,,,,
Psychosis,,b60eac9fdde754251a5ef91575f2ef41850c2d2b,,,,,,,,,us,?,,,,,,,,,,,,
Psychosis,,0c3976faa9246076edf66b5885f418af30cc8c88,,,,,,,,,us,b,,,,,,,,,,,,
Psychosis,,65b1925133e9aa52f27ab249f06a9428e0d1aeea,,,,,,,,,us,?,,,,,,,,1,,,,
Psychosis,,1aee9f143e50033ee34ade86de722843089c12c6,,,,,,,,,us,b,,,,,,,,,,,,
"Pro Yakyuu World Stadium '91",,b1f2021f01040e2fe2e7fdee71233bdab79a5f0a,,,,,,,,,jp,,,,,,,,,,,,,
"Psycho Chaser",,20f3427a47c011f3e26010f8fd2e422089515ff3,,,,,,,,,jp,?,,,,,,,,,,,,
"Psycho Chaser",,e4588177d0101f50e9b0952bcac2a8a7e6fc2240,,,,,,,,,jp,b,,,,,,,,,,,,
R-Type,,2b27e0e733077255876582fc9a24144eccb73690,,,,,,,,,us,?,,,,,,,,1,,,,
R-Type,,9b626c87c4bdf1927ed6b95a6f7f04004b95b962,,,,,,,,,us,?,,,,,,,,,,,,
R-Type,,4ab4c4bbeaefa4be987eff97850c01b3982497ec,,,,,,,,,us,?,,,,,,,,2,,,,
"Quiz Toukou Shashin",,bbeac4c09501ff8723bd864756a76a15f12ee114,,,,,,,,,jp,?,,,,,,,,,,,,
"Puzzle Boy",,3058d3e4a016638a92efe04048fd15c0f5e5f6ce,,,,,,,,,jp,b,,,,,,,,,,,,
"Puzzle Boy",,103884cb988e89e2cd0a87d0343ef808cd2b00fa,,,,,,,,,jp,?,,,,,,,,,,,,
Puzznic,,dc59a7d895a58b5149ae816c859d61a6215ef09a,,,,,,,,,jp,?,,,,,,,,,,,,
"Power League III",,98321a41c480bab45e113eb62faf78c8469fa302,,,,,,,,,jp,?,,,,,,,,,,,,
"Power League III",,07611a149582ad94d2f3efac16fbe488f4a6fd12,,,,,,,,,jp,o,,,,,,,,,,,,
"Power League IV",,a21825a19bef0a4d7847f72b4a00acd74a53ebb8,,,,,,,,,jp,?,,,,,,,,,,,,
"Power League II",,0e85bf3441fc6f295f4bbba61fb079ef78a97f2a,,,,,,,,,jp,o,,,,,,,,,,,,
"Power League All Stars GOLD",,3b66b7273e7b04cdb16d6e333e764f9462dd8f26,,,,,,,,,jp,!,,,,,,,,,,,,
"Power League II",,3c079557631cad55d19431520a895186eef4667e,,,,,,,,,jp,?,,,,,,,,,,,,
"Power League II",,d1d2016d1c83d5f5bc519cf7141b06494853a7ce,,,,,,,,,jp,b,,,,,,,,,,,,
"Pro Yakyuu World Stadium",,0309ba1acc4955e582457fd3fcc4ea8e0abf1264,,,,,,,,,jp,?,,,,,,,,,,,,
"Pro Yakyuu World Stadium '91",,6940eb281bff09403168036043b72a56f309ddfe,,,,,,,,,jp,b,,,,,,,,,,,,
"Pro Yakyuu World Stadium '91",,6b76e9cc10a812c15631450b617ea3719fdcdc16,,,,,,,,,jp,?,,,,,,,,,,,,
"Power Tennis",,a51ce8f416267a2b5199aa94fb5626d4d45b571e,,,,,,,,,jp,?,,,,,,,,,,,,
"Power League V",,6e94fa53d715d7c7ee26d49ea9a6b70005894e03,,,,,,,,,jp,?,,,,,,,,,,,,
"Power League V",,04e3bade9c0c2f839b37ac77230384eaa9863a3d,,,,,,,,,jp,o,,,,,,,,,,,,
"Power League V",,ce1113c54be9258fa0d07dcb75c3ddde6f76ea6a,,,,,,,,,jp,b,,,,,,,,,,,,
Raiden,,e5ca3e1e0c4619b59302a3acf09ec6272a1c117b,,,,,,,,,us,o,,,,,,,,1,,,,
Raiden,,910e7346976b7a6e83ddb7e68b49d33ced9dbc2c,,,,,,,,,us,?,,,,,,,,,,,,
Raiden,,d78cb986e5cf1158a8b6d82ef2b4fda056b1b352,,,,,,,,,jp,b,,,,,,,,,,,,
Raiden,,5e612cc19d04dbfd4864c68f5e2baa0aa2484182,,,,,,,,,us,o,,,,,,,,,,,,
"Racing Damashii",,1b8557e00ba4ab8b26f779d2aa7fa7bab2b21529,,,,,,,,,jp,?,,,,,,,,,,,,
Raiden,,5c8b103c5a7bfeba20dcc490204d672b55e36452,,,,,,,,,jp,o,,,,,,,,,,,,
Raiden,,b9533121244c1bfd44b9d8915a5f4dfaa8a09c8b,,,,,,,,,us,?,,,,,,,,1,,,,
"Rastan Saga II",,fe16c6cefda924d464ccfd547869e0210a9aaa76,,,,,,,,,jp,b,,,,,,,,,,,,
"Rastan Saga II",,c23a91a2047d6fc0b62ccf0a2027cd4fbb204c02,,,,,,,,,jp,o,,,,,,,,,,,,
"Rastan Saga II",,47e826e319cf148070234b6dd9e56b062f51f524,,,,,,,,,jp,b,,,,,,,,,,,,
"Rastan Saga II",,cc041ff6412172278e015fa820d77ec2f60c8154,,,,,,,,,jp,?,,,,,,,,,,,,
Raiden,,d2451811edd6f86e9b821f420aeddc19439d76af,,,,,,,,,us,b,,,,,,,,,,,,
